"Katalog","Kodiersystem","Kode","P-Code1","P-Code2","P-Code3","Text1","Text2","Text3","Text4","Text5","Text6","DatumGueltigkeit","ADV3_Doppelt","ADV3dup_ADV2a","ADV3dup_ADV2b","ADV3dup_Text_a","ADV3dup_Text_b","ADV3_Int"
"003","01","010200",,,,"Milch bearbeitete auch eiweißangereicherte",,,,,"Milch und Milchprodukte","19990330","x","001","015","Milch bearbeitete auch eiweißangereicherte","Mastschweine; Tränkwasser","10200"
"003","15","010200",,,,"Mastschweine; Tränkwasser",,,,,,"20041201","x","001","015","Milch bearbeitete auch eiweißangereicherte","Mastschweine; Tränkwasser","10200"
"003","01","010300",,,,"Milch anderer Tiere unbearbeitete/Rohmilch",,,,,"Milch und Milchprodukte","20090609","x","001","015","Milch anderer Tiere unbearbeitete/Rohmilch","Mastschweine; Futtermittel","10300"
"003","15","010300",,,,"Mastschweine; Futtermittel",,,,,,"20041201","x","001","015","Milch anderer Tiere unbearbeitete/Rohmilch","Mastschweine; Futtermittel","10300"
"003","01","010301",,,,"Stutenmilch unbearbeitete/Rohmilch",,,,,"Milch und Milchprodukte","20090608","x","001","015","Stutenmilch unbearbeitete/Rohmilch","Mastschweine; Grünfutter","10301"
"003","15","010301",,,,"Mastschweine; Grünfutter",,,,,,"20041201","x","001","015","Stutenmilch unbearbeitete/Rohmilch","Mastschweine; Grünfutter","10301"
"003","01","010302",,,,"Büffelmilch unbearbeitete/Rohmilch",,,,,"Milch und Milchprodukte","20090608","x","001","015","Büffelmilch unbearbeitete/Rohmilch","Mastschweine; Silagen","10302"
"003","15","010302",,,,"Mastschweine; Silagen",,,,,,"20041201","x","001","015","Büffelmilch unbearbeitete/Rohmilch","Mastschweine; Silagen","10302"
"003","01","010303",,,,"Eselmilch unbearbeitete/Rohmilch",,,,,"Milch und Milchprodukte","20090608","x","001","015","Eselmilch unbearbeitete/Rohmilch","Mastschweine; Heu, Cobs, Stroh","10303"
"003","15","010303",,,,"Mastschweine; Heu, Cobs, Stroh",,,,,,"20041201","x","001","015","Eselmilch unbearbeitete/Rohmilch","Mastschweine; Heu, Cobs, Stroh","10303"
"003","01","010304",,,,"Ziegenmilch unbearbeitete/Rohmilch",,,,,"Milch und Milchprodukte","20090608","x","001","015","Ziegenmilch unbearbeitete/Rohmilch","Mastschweine; Getreide","10304"
"003","15","010304",,,,"Mastschweine; Getreide",,,,,,"20041201","x","001","015","Ziegenmilch unbearbeitete/Rohmilch","Mastschweine; Getreide","10304"
"003","01","010305",,,,"Schafmilch unbearbeitete/Rohmilch",,,,,"Milch und Milchprodukte","20090608","x","001","015","Schafmilch unbearbeitete/Rohmilch","Mastschweine; Tiermehl","10305"
"003","15","010305",,,,"Mastschweine; Tiermehl",,,,,,"20041201","x","001","015","Schafmilch unbearbeitete/Rohmilch","Mastschweine; Tiermehl","10305"
"003","01","010306",,,,"Kamelmilch unbearbeitete/Rohmilch",,,,,"Milch und Milchprodukte","20090608","x","001","015","Kamelmilch unbearbeitete/Rohmilch","Mastschweine; Kraftfuttermischungen","10306"
"003","15","010306",,,,"Mastschweine; Kraftfuttermischungen",,,,,,"20041201","x","001","015","Kamelmilch unbearbeitete/Rohmilch","Mastschweine; Kraftfuttermischungen","10306"
"003","01","020200",,,,"Joghurterzeugnisse auch eiweißangereicherte",,,,,"Milch und Milchprodukte","19990330","x","001","015","Joghurterzeugnisse auch eiweißangereicherte","Schafe Mastlämmer; Tränkwasser","20200"
"003","15","020200",,,,"Schafe Mastlämmer; Tränkwasser",,,,,,"20041201","x","001","015","Joghurterzeugnisse auch eiweißangereicherte","Schafe Mastlämmer; Tränkwasser","20200"
"003","01","020300",,,,"Kefirerzeugnisse auch eiweißangereicherte",,,,,"Milch und Milchprodukte","19990330","x","001","015","Kefirerzeugnisse auch eiweißangereicherte","Schafe Mastlämmer; Futtermittel","20300"
"003","15","020300",,,,"Schafe Mastlämmer; Futtermittel",,,,,,"20041201","x","001","015","Kefirerzeugnisse auch eiweißangereicherte","Schafe Mastlämmer; Futtermittel","20300"
"003","01","020301",,,,"Kefir",,,,,"Milch und Milchprodukte","19990330","x","001","015","Kefir","Schafe Mastlämmer; Grünfutter","20301"
"003","15","020301",,,,"Schafe Mastlämmer; Grünfutter",,,,,,"20041201","x","001","015","Kefir","Schafe Mastlämmer; Grünfutter","20301"
"003","01","020302",,,,"Kefir aus entrahmter Milch",,,,,"Milch und Milchprodukte","19990330","x","001","015","Kefir aus entrahmter Milch","Schafe Mastlämmer; Silagen","20302"
"003","15","020302",,,,"Schafe Mastlämmer; Silagen",,,,,,"20041201","x","001","015","Kefir aus entrahmter Milch","Schafe Mastlämmer; Silagen","20302"
"003","01","020303",,,,"Kefir fettarm",,,,,"Milch und Milchprodukte","19990330","x","001","015","Kefir fettarm","Schafe Mastlämmer; Heu, Cobs, Stroh","20303"
"003","15","020303",,,,"Schafe Mastlämmer; Heu, Cobs, Stroh",,,,,,"20041201","x","001","015","Kefir fettarm","Schafe Mastlämmer; Heu, Cobs, Stroh","20303"
"003","01","020304",,,,"Sahnekefir",,,,,"Milch und Milchprodukte","19990330","x","001","015","Sahnekefir","Schafe Mastlämmer; Getreide","20304"
"003","15","020304",,,,"Schafe Mastlämmer; Getreide",,,,,,"20041201","x","001","015","Sahnekefir","Schafe Mastlämmer; Getreide","20304"
"003","01","020305",,,,"Kefir mild",,,,,"Milch und Milchprodukte","19990330","x","001","015","Kefir mild","Schafe Mastlämmer; Tiermehl","20305"
"003","15","020305",,,,"Schafe Mastlämmer; Tiermehl",,,,,,"20041201","x","001","015","Kefir mild","Schafe Mastlämmer; Tiermehl","20305"
"003","01","020306",,,,"Kefir mild fettarm",,,,,"Milch und Milchprodukte","19990330","x","001","015","Kefir mild fettarm","Schafe Mastlämmer; Kraftfuttermischungen","20306"
"003","15","020306",,,,"Schafe Mastlämmer; Kraftfuttermischungen",,,,,,"20041201","x","001","015","Kefir mild fettarm","Schafe Mastlämmer; Kraftfuttermischungen","20306"
"003","01","020307",,,,"Kefir mild aus entrahmter Milch",,,,,"Milch und Milchprodukte","19990330","x","001","015","Kefir mild aus entrahmter Milch","Schafe Mastlämmer; Mastfuttermischungen","20307"
"003","15","020307",,,,"Schafe Mastlämmer; Mastfuttermischungen",,,,,,"20041201","x","001","015","Kefir mild aus entrahmter Milch","Schafe Mastlämmer; Mastfuttermischungen","20307"
"003","01","020308",,,,"Sahnekefir mild",,,,,"Milch und Milchprodukte","19990330","x","001","015","Sahnekefir mild","Schafe Mastlämmer; Milchaustauscher","20308"
"003","15","020308",,,,"Schafe Mastlämmer; Milchaustauscher",,,,,,"20041201","x","001","015","Sahnekefir mild","Schafe Mastlämmer; Milchaustauscher","20308"
"003","01","020400",,,,"Buttermilcherzeugnisse auch eiweißangereicherte",,,,,"Milch und Milchprodukte","19990330","x","001","015","Buttermilcherzeugnisse auch eiweißangereicherte","Schafe Mastlämmer; Umgebungsfaktoren","20400"
"003","15","020400",,,,"Schafe Mastlämmer; Umgebungsfaktoren",,,,,,"20041201","x","001","015","Buttermilcherzeugnisse auch eiweißangereicherte","Schafe Mastlämmer; Umgebungsfaktoren","20400"
"003","01","020401",,,,"Buttermilch",,,,,"Milch und Milchprodukte","19990330","x","001","015","Buttermilch","Schafe Mastlämmer; Wände","20401"
"003","15","020401",,,,"Schafe Mastlämmer; Wände",,,,,,"20041201","x","001","015","Buttermilch","Schafe Mastlämmer; Wände","20401"
"003","01","020402",,,,"Buttermilch reine",,,,,"Milch und Milchprodukte","19990330","x","001","015","Buttermilch reine","Schafe Mastlämmer; Boden","20402"
"003","15","020402",,,,"Schafe Mastlämmer; Boden",,,,,,"20041201","x","001","015","Buttermilch reine","Schafe Mastlämmer; Boden","20402"
"003","01","029001",,,,"Kaffeeweißer-Pulver",,,,,"Milch und Milchprodukte","19990330","x","001","015","Kaffeeweißer-Pulver","Andere Schafe; Muskulatur","29001"
"003","15","029001",,,,"Andere Schafe; Muskulatur",,,,,,"19990330","x","001","015","Kaffeeweißer-Pulver","Andere Schafe; Muskulatur","29001"
"003","01","029100",,,,"Milcheiweiß und pflanzliche Fette und/oder andere LM",,,,,"Milch und Milchprodukte","19990330","x","001","015","Milcheiweiß und pflanzliche Fette und/oder andere LM","Andere Schafe; Milch","29100"
"003","15","029100",,,,"Andere Schafe; Milch",,,,,,"20021204","x","001","015","Milcheiweiß und pflanzliche Fette und/oder andere LM","Andere Schafe; Milch","29100"
"003","01","029200",,,,"Magermilchpulver und pflanzliche Fette und/oder andere LM",,,,,"Milch und Milchprodukte","19990330","x","001","015","Magermilchpulver und pflanzliche Fette und/oder andere LM","Andere Schafe; Tränkwasser","29200"
"003","15","029200",,,,"Andere Schafe; Tränkwasser",,,,,,"19990330","x","001","015","Magermilchpulver und pflanzliche Fette und/oder andere LM","Andere Schafe; Tränkwasser","29200"
"003","01","029300",,,,"Mischdesserts mit Früchten",,,,,"Milch und Milchprodukte","19990330","x","001","015","Mischdesserts mit Früchten","Andere Schafe; Futtermittel","29300"
"003","15","029300",,,,"Andere Schafe; Futtermittel",,,,,,"19990330","x","001","015","Mischdesserts mit Früchten","Andere Schafe; Futtermittel","29300"
"003","01","029400",,,,"Magermilch und pflanzliche Fette und/oder andere LM",,,,,"Milch und Milchprodukte","20001117","x","001","015","Magermilch und pflanzliche Fette und/oder andere LM","Andere Schafe; Umgebungsfaktoren","29400"
"003","15","029400",,,,"Andere Schafe; Umgebungsfaktoren",,,,,,"20001117","x","001","015","Magermilch und pflanzliche Fette und/oder andere LM","Andere Schafe; Umgebungsfaktoren","29400"
"003","01","029401",,,,"Schlagkrem mit Pflanzenfett",,,,,"Milch und Milchprodukte","20001117","x","001","015","Schlagkrem mit Pflanzenfett","Andere Schafe; Wände","29401"
"003","15","029401",,,,"Andere Schafe; Wände",,,,,,"20001117","x","001","015","Schlagkrem mit Pflanzenfett","Andere Schafe; Wände","29401"
"003","01","030200",,,,"Hartkäse Standardsorten Vollfettstufe",,,,,"Milch und Milchprodukte","19990330","x","001","015","Hartkäse Standardsorten Vollfettstufe","Pferde unter 2 Jahren; Tränkwasser","30200"
"003","15","030200",,,,"Pferde unter 2 Jahren; Tränkwasser",,,,,,"20041201","x","001","015","Hartkäse Standardsorten Vollfettstufe","Pferde unter 2 Jahren; Tränkwasser","30200"
"003","01","030300",,,,"Hartkäse andere",,,,,"Milch und Milchprodukte","19990330","x","001","015","Hartkäse andere","Pferde unter 2 Jahren; Futtermittel","30300"
"003","15","030300",,,,"Pferde unter 2 Jahren; Futtermittel",,,,,,"20041201","x","001","015","Hartkäse andere","Pferde unter 2 Jahren; Futtermittel","30300"
"003","01","030302",,,,"Greyerzerkäse Hartkäse andere",,,,,"Milch und Milchprodukte","19990330","x","001","015","Greyerzerkäse Hartkäse andere","Pferde unter 2 Jahren; Silagen","30302"
"003","15","030302",,,,"Pferde unter 2 Jahren; Silagen",,,,,,"20041201","x","001","015","Greyerzerkäse Hartkäse andere","Pferde unter 2 Jahren; Silagen","30302"
"003","01","030304",,,,"Viereckhartkäse Hartkäse andere",,,,,"Milch und Milchprodukte","19990330","x","001","015","Viereckhartkäse Hartkäse andere","Pferde unter 2 Jahren; Getreide","30304"
"003","15","030304",,,,"Pferde unter 2 Jahren; Getreide",,,,,,"20041201","x","001","015","Viereckhartkäse Hartkäse andere","Pferde unter 2 Jahren; Getreide","30304"
"003","15","030305",,,,"Pferde unter 2 Jahren; Tiermehl",,,,,,"20041201","x","015","001","Pferde unter 2 Jahren; Tiermehl","Parmigiano Reggiano Hartkäse andere","30305"
"003","01","030305",,,,"Parmigiano Reggiano Hartkäse andere",,,,,"Milch und Milchprodukte","20150701","x","015","001","Pferde unter 2 Jahren; Tiermehl","Parmigiano Reggiano Hartkäse andere","30305"
"003","15","030306",,,,"Pferde unter 2 Jahren; Kraftfuttermischungen",,,,,,"20041201","x","015","001","Pferde unter 2 Jahren; Kraftfuttermischungen","Grana Padano Hartkäse andere","30306"
"003","01","030306",,,,"Grana Padano Hartkäse andere",,,,,"Milch und Milchprodukte","20150701","x","015","001","Pferde unter 2 Jahren; Kraftfuttermischungen","Grana Padano Hartkäse andere","30306"
"003","01","030308",,,,"Allgäuer- Illertalerkäse Hartkäse andere",,,,,"Milch und Milchprodukte","19990330","x","001","015","Allgäuer- Illertalerkäse Hartkäse andere","Pferde unter 2 Jahren; Milchaustauscher","30308"
"003","15","030308",,,,"Pferde unter 2 Jahren; Milchaustauscher",,,,,,"20041201","x","001","015","Allgäuer- Illertalerkäse Hartkäse andere","Pferde unter 2 Jahren; Milchaustauscher","30308"
"003","01","030309",,,,"Provolonekäse Hartkäse andere",,,,,"Milch und Milchprodukte","19990330","x","001","015","Provolonekäse Hartkäse andere","Pferde unter 2 Jahren; Mineralfutter","30309"
"003","15","030309",,,,"Pferde unter 2 Jahren; Mineralfutter",,,,,,"20041201","x","001","015","Provolonekäse Hartkäse andere","Pferde unter 2 Jahren; Mineralfutter","30309"
"003","01","030400",,,,"Schnittkäse Standardsorten Doppelrahmstufe",,,,,"Milch und Milchprodukte","19990330","x","001","015","Schnittkäse Standardsorten Doppelrahmstufe","Pferde unter 2 Jahren; Umgebungsfaktoren","30400"
"003","15","030400",,,,"Pferde unter 2 Jahren; Umgebungsfaktoren",,,,,,"20041201","x","001","015","Schnittkäse Standardsorten Doppelrahmstufe","Pferde unter 2 Jahren; Umgebungsfaktoren","30400"
"003","01","030401",,,,"Tilsiterkäse Doppelrahmstufe",,,,,"Milch und Milchprodukte","19990330","x","001","015","Tilsiterkäse Doppelrahmstufe","Pferde unter 2 Jahren; Wände","30401"
"003","15","030401",,,,"Pferde unter 2 Jahren; Wände",,,,,,"20041201","x","001","015","Tilsiterkäse Doppelrahmstufe","Pferde unter 2 Jahren; Wände","30401"
"003","01","040200",,,,"Süßrahmbutter",,,,,"Milch und Milchprodukte","19990330","x","001","015","Süßrahmbutter","Ziegen Mastlämmer; Tränkwasser","40200"
"003","15","040200",,,,"Ziegen Mastlämmer; Tränkwasser",,,,,,"20041201","x","001","015","Süßrahmbutter","Ziegen Mastlämmer; Tränkwasser","40200"
"003","01","040300",,,,"Butter andere auch mild gesäuert",,,,,"Milch und Milchprodukte","19990330","x","001","015","Butter andere auch mild gesäuert","Ziegen Mastlämmer; Futtermittel","40300"
"003","15","040300",,,,"Ziegen Mastlämmer; Futtermittel",,,,,,"20041201","x","001","015","Butter andere auch mild gesäuert","Ziegen Mastlämmer; Futtermittel","40300"
"003","01","040301",,,,"Markenbutter mild gesäuert gesalzen",,,,,"Milch und Milchprodukte","19990330","x","001","015","Markenbutter mild gesäuert gesalzen","Ziegen Mastlämmer; Grünfutter","40301"
"003","15","040301",,,,"Ziegen Mastlämmer; Grünfutter",,,,,,"20041201","x","001","015","Markenbutter mild gesäuert gesalzen","Ziegen Mastlämmer; Grünfutter","40301"
"003","01","040302",,,,"Markenbutter mild gesäuert ungesalzen",,,,,"Milch und Milchprodukte","19990330","x","001","015","Markenbutter mild gesäuert ungesalzen","Ziegen Mastlämmer; Silagen","40302"
"003","15","040302",,,,"Ziegen Mastlämmer; Silagen",,,,,,"20041201","x","001","015","Markenbutter mild gesäuert ungesalzen","Ziegen Mastlämmer; Silagen","40302"
"003","01","040303",,,,"Molkereibutter mild gesäuert ungesalzen",,,,,"Milch und Milchprodukte","19990330","x","001","015","Molkereibutter mild gesäuert ungesalzen","Ziegen Mastlämmer; Heu, Cobs, Stroh","40303"
"003","15","040303",,,,"Ziegen Mastlämmer; Heu, Cobs, Stroh",,,,,,"20041201","x","001","015","Molkereibutter mild gesäuert ungesalzen","Ziegen Mastlämmer; Heu, Cobs, Stroh","40303"
"003","01","040304",,,,"Molkereibutter mild gesäuert gesalzen",,,,,"Milch und Milchprodukte","19990330","x","001","015","Molkereibutter mild gesäuert gesalzen","Ziegen Mastlämmer; Getreide","40304"
"003","15","040304",,,,"Ziegen Mastlämmer; Getreide",,,,,,"20041201","x","001","015","Molkereibutter mild gesäuert gesalzen","Ziegen Mastlämmer; Getreide","40304"
"003","01","040305",,,,"Landbutter ungesalzen",,,,,"Milch und Milchprodukte","19990330","x","001","015","Landbutter ungesalzen","Ziegen Mastlämmer; Tiermehl","40305"
"003","15","040305",,,,"Ziegen Mastlämmer; Tiermehl",,,,,,"20041201","x","001","015","Landbutter ungesalzen","Ziegen Mastlämmer; Tiermehl","40305"
"003","01","040306",,,,"Landbutter gesalzen",,,,,"Milch und Milchprodukte","19990330","x","001","015","Landbutter gesalzen","Ziegen Mastlämmer; Kraftfuttermischungen","40306"
"003","15","040306",,,,"Ziegen Mastlämmer; Kraftfuttermischungen",,,,,,"20041201","x","001","015","Landbutter gesalzen","Ziegen Mastlämmer; Kraftfuttermischungen","40306"
"003","01","040307",,,,"Butter mild gesäuert gesalzen",,,,,"Milch und Milchprodukte","20001117","x","001","015","Butter mild gesäuert gesalzen","Ziegen Mastlämmer; Mastfuttermischungen","40307"
"003","15","040307",,,,"Ziegen Mastlämmer; Mastfuttermischungen",,,,,,"20041201","x","001","015","Butter mild gesäuert gesalzen","Ziegen Mastlämmer; Mastfuttermischungen","40307"
"003","01","040308",,,,"Butter mild gesäuert ungesalzen",,,,,"Milch und Milchprodukte","20001117","x","001","015","Butter mild gesäuert ungesalzen","Ziegen Mastlämmer; Milchaustauscher","40308"
"003","15","040308",,,,"Ziegen Mastlämmer; Milchaustauscher",,,,,,"20041201","x","001","015","Butter mild gesäuert ungesalzen","Ziegen Mastlämmer; Milchaustauscher","40308"
"003","01","040309",,,,"Butter ungesalzen",,,,,"Milch und Milchprodukte","19990330","x","001","015","Butter ungesalzen","Ziegen Mastlämmer; Mineralfutter","40309"
"003","15","040309",,,,"Ziegen Mastlämmer; Mineralfutter",,,,,,"20041201","x","001","015","Butter ungesalzen","Ziegen Mastlämmer; Mineralfutter","40309"
"003","01","040400",,,,"Buttererzeugnisse",,,,,"Milch und Milchprodukte","19990330","x","001","015","Buttererzeugnisse","Ziegen Mastlämmer; Umgebungsfaktoren","40400"
"003","15","040400",,,,"Ziegen Mastlämmer; Umgebungsfaktoren",,,,,,"20041201","x","001","015","Buttererzeugnisse","Ziegen Mastlämmer; Umgebungsfaktoren","40400"
"003","01","100000",,,,"Fische und Fischzuschnitte",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","20041201","x","001","020","Fische und Fischzuschnitte","Tupferprobe","100000"
"003","20","100000",,,,"Tupferprobe",,,,,,"20091203","x","001","020","Fische und Fischzuschnitte","Tupferprobe","100000"
"003","01","100300",,,,"Neunaugen Seefische",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Neunaugen Seefische","Legehennen (Suppenhühnchen); Futtermittel","100300"
"003","15","100300",,,,"Legehennen (Suppenhühnchen); Futtermittel",,,,,,"20011213","x","001","015","Neunaugen Seefische","Legehennen (Suppenhühnchen); Futtermittel","100300"
"003","01","100400",,,,"Haie Seefische",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Haie Seefische","Legehennen (Suppenhühnchen); Umgebungsfaktoren","100400"
"003","15","100400",,,,"Legehennen (Suppenhühnchen); Umgebungsfaktoren",,,,,,"20011213","x","001","015","Haie Seefische","Legehennen (Suppenhühnchen); Umgebungsfaktoren","100400"
"003","01","101005",,,,"Lumb (Brosme brosme) Seefisch",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Lumb (Brosme brosme) Seefisch","Masthähnchen/Masthühner; Fett","101005"
"003","15","101005",,,,"Masthähnchen/Masthühner; Fett",,,,,,"20160101","x","001","015","Lumb (Brosme brosme) Seefisch","Masthähnchen/Masthühner; Fett","101005"
"003","01","101010",,,,"Leng (Molva molva) Seefisch",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Leng (Molva molva) Seefisch","Masthähnchen/Masthühner; Urin","101010"
"003","15","101010",,,,"Masthähnchen/Masthühner; Urin",,,,,,"20160101","x","001","015","Leng (Molva molva) Seefisch","Masthähnchen/Masthühner; Urin","101010"
"003","01","101015",,,,"Blauleng (Molva dipterygia) Seefisch",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Blauleng (Molva dipterygia) Seefisch","Masthähnchen/Masthühner; Retina und Choroidea","101015"
"003","15","101015",,,,"Masthähnchen/Masthühner; Retina und Choroidea",,,,,,"20160101","x","001","015","Blauleng (Molva dipterygia) Seefisch","Masthähnchen/Masthühner; Retina und Choroidea","101015"
"003","01","101030",,,,"Schellfisch (Melanogrammus aeglefinus) Seefisch",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","20060602","x","001","015","Schellfisch (Melanogrammus aeglefinus) Seefisch","Masthähnchen/Masthühner; Haut mit Fett","101030"
"003","15","101030",,,,"Masthähnchen/Masthühner; Haut mit Fett",,,,,,"20160101","x","001","015","Schellfisch (Melanogrammus aeglefinus) Seefisch","Masthähnchen/Masthühner; Haut mit Fett","101030"
"003","01","101035",,,,"Seelachs (Pollachius virens) Seefisch",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Seelachs (Pollachius virens) Seefisch","Masthähnchen/Masthühner; Augenflüssigkeit","101035"
"003","15","101035",,,,"Masthähnchen/Masthühner; Augenflüssigkeit",,,,,,"20160101","x","001","015","Seelachs (Pollachius virens) Seefisch","Masthähnchen/Masthühner; Augenflüssigkeit","101035"
"003","01","101200",,,,"Panzerwangenfische Seefische",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Panzerwangenfische Seefische","Masthähnchen/Masthühner; Tränkwasser","101200"
"003","15","101200",,,,"Masthähnchen/Masthühner; Tränkwasser",,,,,,"20160101","x","001","015","Panzerwangenfische Seefische","Masthähnchen/Masthühner; Tränkwasser","101200"
"003","01","101300",,,,"Barschartige Fische Seefische",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Barschartige Fische Seefische","Masthähnchen/Masthühner; Futtermittel","101300"
"003","15","101300",,,,"Masthähnchen/Masthühner; Futtermittel",,,,,,"20160101","x","001","015","Barschartige Fische Seefische","Masthähnchen/Masthühner; Futtermittel","101300"
"003","01","101400",,,,"Plattfische Seefische",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Plattfische Seefische","Masthähnchen/Masthühner; Umgebungsfaktoren","101400"
"003","15","101400",,,,"Masthähnchen/Masthühner; Umgebungsfaktoren",,,,,,"20160101","x","001","015","Plattfische Seefische","Masthähnchen/Masthühner; Umgebungsfaktoren","101400"
"003","01","103200",,,,"Barschartige Fische Süßwasserfische",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Barschartige Fische Süßwasserfische","Enten; Tränkwasser","103200"
"003","15","103200",,,,"Enten; Tränkwasser",,,,,,"19990330","x","001","015","Barschartige Fische Süßwasserfische","Enten; Tränkwasser","103200"
"003","01","103300",,,,"Dorschartige Fische Süßwasserfische",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Dorschartige Fische Süßwasserfische","Enten; Futtermittel","103300"
"003","15","103300",,,,"Enten; Futtermittel",,,,,,"19990330","x","001","015","Dorschartige Fische Süßwasserfische","Enten; Futtermittel","103300"
"003","01","103400",,,,"Störartige Fische Süßwasserfische",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Störartige Fische Süßwasserfische","Enten; Umgebungsfaktoren","103400"
"003","15","103400",,,,"Enten; Umgebungsfaktoren",,,,,,"20001117","x","001","015","Störartige Fische Süßwasserfische","Enten; Umgebungsfaktoren","103400"
"003","01","105005",,,,"Angler Filet",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Angler Filet","Perlhühner; Fett","105005"
"003","15","105005",,,,"Perlhühner; Fett",,,,,,"19990330","x","001","015","Angler Filet","Perlhühner; Fett","105005"
"003","01","105200",,,,"Dorschfische Seefische Zuschnitte",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Dorschfische Seefische Zuschnitte","Perlhühner; Tränkwasser","105200"
"003","15","105200",,,,"Perlhühner; Tränkwasser",,,,,,"19990330","x","001","015","Dorschfische Seefische Zuschnitte","Perlhühner; Tränkwasser","105200"
"003","01","105300",,,,"Hornhechte Seefische Zuschnitte",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Hornhechte Seefische Zuschnitte","Perlhühner; Futtermittel","105300"
"003","15","105300",,,,"Perlhühner; Futtermittel",,,,,,"19990330","x","001","015","Hornhechte Seefische Zuschnitte","Perlhühner; Futtermittel","105300"
"003","01","105400",,,,"Panzerwangenfische Seefische Zuschnitte",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Panzerwangenfische Seefische Zuschnitte","Perlhühner; Umgebungsfaktoren","105400"
"003","15","105400",,,,"Perlhühner; Umgebungsfaktoren",,,,,,"20001117","x","001","015","Panzerwangenfische Seefische Zuschnitte","Perlhühner; Umgebungsfaktoren","105400"
"003","01","106005",,,,"Lachs Filet",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Lachs Filet","Wachteln; Fett","106005"
"003","15","106005",,,,"Wachteln; Fett",,,,,,"19990330","x","001","015","Lachs Filet","Wachteln; Fett","106005"
"003","01","106008",,,,"Lachs Kotelett",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Lachs Kotelett","Wachteln; Gewebesaft","106008"
"003","15","106008",,,,"Wachteln; Gewebesaft",,,,,,"19990330","x","001","015","Lachs Kotelett","Wachteln; Gewebesaft","106008"
"003","01","106010",,,,"Bachforelle Filet",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Bachforelle Filet","Wachteln; Urin","106010"
"003","15","106010",,,,"Wachteln; Urin",,,,,,"19990330","x","001","015","Bachforelle Filet","Wachteln; Urin","106010"
"003","01","106030",,,,"Forelle Filet",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","20001117","x","001","015","Forelle Filet","Wachteln; Haut mit Fett","106030"
"003","15","106030",,,,"Wachteln; Haut mit Fett",,,,,,"20031030","x","001","015","Forelle Filet","Wachteln; Haut mit Fett","106030"
"003","01","106200",,,,"Karpfenfische Süßwasserfische Zuschnitte",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Karpfenfische Süßwasserfische Zuschnitte","Wachteln; Tränkwasser","106200"
"003","15","106200",,,,"Wachteln; Tränkwasser",,,,,,"19990330","x","001","015","Karpfenfische Süßwasserfische Zuschnitte","Wachteln; Tränkwasser","106200"
"003","01","106400",,,,"Aalartige Fische Süßwasserfische Zuschnitte",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","015","Aalartige Fische Süßwasserfische Zuschnitte","Wachteln; Umgebungsfaktoren","106400"
"003","15","106400",,,,"Wachteln; Umgebungsfaktoren",,,,,,"20001117","x","001","015","Aalartige Fische Süßwasserfische Zuschnitte","Wachteln; Umgebungsfaktoren","106400"
"003","01","110000",,,,"Fischerzeugnisse",,,,,"Fische, Krusten-, Schalen-, Weichtiere und Erzeugnisse daraus","19990330","x","001","020","Fischerzeugnisse","Schwämmchen, Schwamm","110000"
