"Katalog","Kodiersystem","Kode","P-Code1","P-Code2","P-Code3","Text1","Text2","Text3","Text4","Text5","Text6","DatumGueltigkeit","ADV3_Doppelt","ADV3dup_ADV2a","ADV3dup_ADV2b","ADV3dup_Text_a","ADV3dup_Text_b","ADV3_Int"
"003","15","049017",,,,"Andere Ziegen; Haar",,,,,,"19990330",,,,,,"49017"
"003","15","049019",,,,"Andere Ziegen; Milz",,,,,,"19990330",,,,,,"49019"
"003","15","049020",,,,"Andere Ziegen; Lunge",,,,,,"19990330",,,,,,"49020"
"003","15","049021",,,,"Andere Ziegen; Herz",,,,,,"19990330",,,,,,"49021"
"003","15","049022",,,,"Andere Ziegen; Darm",,,,,,"19990330",,,,,,"49022"
"003","15","049023",,,,"Andere Ziegen; Blase",,,,,,"19990330",,,,,,"49023"
"003","15","049024",,,,"Andere Ziegen; Knochen",,,,,,"19990330",,,,,,"49024"
"003","15","049025",,,,"Andere Ziegen; Lymphatisches Gewebe",,,,,,"19991206",,,,,,"49025"
"003","15","049026",,,,"Andere Ziegen; Niere und Muskulatur",,,,,,"19991206",,,,,,"49026"
"003","15","049027",,,,"Andere Ziegen; Ganzes Auge",,,,,,"20001117",,,,,,"49027"
"003","15","049028",,,,"Andere Ziegen; Gehirn",,,,,,"20011213",,,,,,"49028"
"003","15","049029",,,,"Andere Ziegen; Rückenmark",,,,,,"20011213",,,,,,"49029"
"003","15","049030",,,,"Andere Ziegen; Haut mit Fett",,,,,,"20031030",,,,,,"49030"
"003","15","049031",,,,"Andere Ziegen; Nasentupfer",,,,,,"20071127",,,,,,"49031"
"003","15","049035",,,,"Andere Ziegen; Augenflüssigkeit",,,,,,"20071127",,,,,,"49035"
"003","15","049036",,,,"Andere Ziegen; Euter",,,,,,"20170701",,,,,,"49036"
"003","15","049100",,,,"Andere Ziegen; Milch",,,,,,"20021204",,,,,,"49100"
"003","15","049104",,,,"Andere Ziegen; Milchfett",,,,,,"20051207",,,,,,"49104"
"003","15","049200",,,,"Andere Ziegen; Tränkwasser",,,,,,"19990330",,,,,,"49200"
"003","15","049300",,,,"Andere Ziegen; Futtermittel",,,,,,"19990330",,,,,,"49300"
"003","15","049301",,,,"Andere Ziegen; Grünfutter",,,,,,"19990330",,,,,,"49301"
"003","15","049302",,,,"Andere Ziegen; Silagen",,,,,,"19990330",,,,,,"49302"
"003","15","049303",,,,"Andere Ziegen; Heu, Cobs, Stroh",,,,,,"19990330",,,,,,"49303"
"003","15","049304",,,,"Andere Ziegen; Getreide",,,,,,"19990330",,,,,,"49304"
"003","15","049305",,,,"Andere Ziegen; Tiermehl",,,,,,"19990330",,,,,,"49305"
"003","15","049306",,,,"Andere Ziegen; Kraftfuttermischungen",,,,,,"19990330",,,,,,"49306"
"003","15","049307",,,,"Andere Ziegen; Mastfuttermischungen",,,,,,"19990330",,,,,,"49307"
"003","15","049308",,,,"Andere Ziegen; Milchaustauscher",,,,,,"19990330",,,,,,"49308"
"003","15","049309",,,,"Andere Ziegen; Mineralfutter",,,,,,"19990330",,,,,,"49309"
"003","15","049400",,,,"Andere Ziegen; Umgebungsfaktoren",,,,,,"20001117",,,,,,"49400"
"003","15","049401",,,,"Andere Ziegen; Wände",,,,,,"20001117",,,,,,"49401"
"003","15","049402",,,,"Andere Ziegen; Boden",,,,,,"20001117",,,,,,"49402"
"003","15","049403",,,,"Andere Ziegen; Einstreu",,,,,,"20001117",,,,,,"49403"
"003","15","049404",,,,"Andere Ziegen; Staub aus Tierhaltung",,,,,,"20071127",,,,,,"49404"
"003","01","050000",,,,"Eier und Eiprodukte",,,,,"Eier und Eiprodukte","20041201",,,,,,"50000"
"003","01","050100",,,,"Hühnereier",,,,,"Eier und Eiprodukte","19990330",,,,,,"50100"
"003","01","050115",,,,"Hühnereier Gkl B nicht gekühlt und nicht haltbar gemacht",,,,,"Eier und Eiprodukte","19990330",,,,,,"50115"
"003","01","050116",,,,"Hühnereier Gkl B gekühlt",,,,,"Eier und Eiprodukte","19990330",,,,,,"50116"
"003","01","050117",,,,"Hühnereier Gkl B haltbar gemacht",,,,,"Eier und Eiprodukte","19990330",,,,,,"50117"
"003","01","050118",,,,"Hühnereier Gkl C",,,,,"Eier und Eiprodukte","19990330",,,,,,"50118"
"003","01","050119",,,,"Hühnereier unsortierte",,,,,"Eier und Eiprodukte","19990330",,,,,,"50119"
"003","01","050122",,,,"Hühnereier Gkl A unbekannter Gewichtsklassen",,,,,"Eier und Eiprodukte","19990330",,,,,,"50122"
"003","01","050125",,,,"Hühnereier Gkl A extra Gewichtsklasse XL",,,,,"Eier und Eiprodukte","19990330",,,,,,"50125"
"003","01","050126",,,,"Hühnereier Gkl A extra Gewichtsklasse L",,,,,"Eier und Eiprodukte","19990330",,,,,,"50126"
"003","01","050127",,,,"Hühnereier Gkl A extra Gewichtsklasse M",,,,,"Eier und Eiprodukte","19990330",,,,,,"50127"
"003","01","050128",,,,"Hühnereier Gkl A extra Gewichtsklasse S",,,,,"Eier und Eiprodukte","19990330",,,,,,"50128"
"003","01","050130",,,,"Hühnereier Gkl A Gewichtsklasse XL",,,,,"Eier und Eiprodukte","19990330",,,,,,"50130"
"003","01","050131",,,,"Hühnereier Gkl A Gewichtsklasse L",,,,,"Eier und Eiprodukte","19990330",,,,,,"50131"
"003","01","050132",,,,"Hühnereier Gkl A Gewichtsklasse M",,,,,"Eier und Eiprodukte","19990330",,,,,,"50132"
"003","01","050133",,,,"Hühnereier Gkl A Gewichtsklasse S",,,,,"Eier und Eiprodukte","19990330",,,,,,"50133"
"003","01","050200",,,,"Eiprodukte aus Hühnereiern",,,,,"Eier und Eiprodukte","19990330",,,,,,"50200"
"003","01","050201",,,,"Vollei flüssig",,,,,"Eier und Eiprodukte","19990330",,,,,,"50201"
"003","01","050202",,,,"Vollei flüssig mit Zusätzen",,,,,"Eier und Eiprodukte","19990330",,,,,,"50202"
"003","01","050203",,,,"Vollei gefroren",,,,,"Eier und Eiprodukte","19990330",,,,,,"50203"
"003","01","050204",,,,"Vollei getrocknet",,,,,"Eier und Eiprodukte","19990330",,,,,,"50204"
"003","01","050205",,,,"Vollei getrocknet mit Zusätzen",,,,,"Eier und Eiprodukte","19990330",,,,,,"50205"
"003","01","050206",,,,"Eiklar flüssig",,,,,"Eier und Eiprodukte","19990330",,,,,,"50206"
"003","01","050207",,,,"Eiklar flüssig mit Zusätzen",,,,,"Eier und Eiprodukte","19990330",,,,,,"50207"
"003","01","050208",,,,"Eiklar gefroren",,,,,"Eier und Eiprodukte","19990330",,,,,,"50208"
"003","01","050209",,,,"Eiklar getrocknet",,,,,"Eier und Eiprodukte","19990330",,,,,,"50209"
"003","01","050210",,,,"Eiklar getrocknet mit Zusätzen",,,,,"Eier und Eiprodukte","19990330",,,,,,"50210"
"003","01","050211",,,,"Eidotter flüssig",,,,,"Eier und Eiprodukte","19990330",,,,,,"50211"
"003","01","050212",,,,"Eidotter flüssig mit Zusätzen",,,,,"Eier und Eiprodukte","19990330",,,,,,"50212"
"003","01","050213",,,,"Eidotter gefroren",,,,,"Eier und Eiprodukte","19990330",,,,,,"50213"
"003","01","050214",,,,"Eidotter getrocknet",,,,,"Eier und Eiprodukte","19990330",,,,,,"50214"
"003","01","050215",,,,"Eidotter getrocknet mit Zusätzen",,,,,"Eier und Eiprodukte","19990330",,,,,,"50215"
"003","01","050216",,,,"Vollei gefroren mit Zusätzen",,,,,"Eier und Eiprodukte","19990330",,,,,,"50216"
"003","01","050300",,,,"Eier von anderen Geflügelarten und sonstigen Vögeln",,,,,"Eier und Eiprodukte","19990330",,,,,,"50300"
"003","01","050301",,,,"Enteneier",,,,,"Eier und Eiprodukte","19990330",,,,,,"50301"
"003","01","050302",,,,"Gänseeier",,,,,"Eier und Eiprodukte","19990330",,,,,,"50302"
"003","01","050303",,,,"Wachteleier",,,,,"Eier und Eiprodukte","19990330",,,,,,"50303"
"003","01","050304",,,,"Kiebitzeier",,,,,"Eier und Eiprodukte","19990330",,,,,,"50304"
"003","01","050305",,,,"Möweneier",,,,,"Eier und Eiprodukte","19990330",,,,,,"50305"
"003","01","050306",,,,"Puteneier",,,,,"Eier und Eiprodukte","19990330",,,,,,"50306"
"003","01","050307",,,,"Straußeneier",,,,,"Eier und Eiprodukte","19990330",,,,,,"50307"
"003","01","050308",,,,"Perlhuhneier",,,,,"Eier und Eiprodukte","19990330",,,,,,"50308"
"003","01","050309",,,,"Silbermöweneier",,,,,"Eier und Eiprodukte","19990330",,,,,,"50309"
"003","01","050310",,,,"Lachmöweneier",,,,,"Eier und Eiprodukte","19990330",,,,,,"50310"
"003","01","050311",,,,"Heringsmöweneier",,,,,"Eier und Eiprodukte","19990330",,,,,,"50311"
"003","01","050312",,,,"Rotschenkelmöweneier",,,,,"Eier und Eiprodukte","19990330",,,,,,"50312"
"003","01","050313",,,,"Sturmmöweneier",,,,,"Eier und Eiprodukte","19990330",,,,,,"50313"
"003","01","050400",,,,"Eiprodukte von anderen Geflügelarten und sonstigen Vögeln",,,,,"Eier und Eiprodukte","19990330",,,,,,"50400"
"003","01","050401",,,,"Vollei anderer Geflügelarten flüssig",,,,,"Eier und Eiprodukte","19990330",,,,,,"50401"
"003","01","050402",,,,"Vollei anderer Geflügelarten flüssig mit Zusätzen",,,,,"Eier und Eiprodukte","19990330",,,,,,"50402"
"003","01","050403",,,,"Vollei anderer Geflügelarten gefroren",,,,,"Eier und Eiprodukte","19990330",,,,,,"50403"
"003","01","050404",,,,"Vollei anderer Geflügelarten getrocknet",,,,,"Eier und Eiprodukte","19990330",,,,,,"50404"
"003","01","050405",,,,"Vollei anderer Geflügelarten getrocknet mit Zusätzen",,,,,"Eier und Eiprodukte","19990330",,,,,,"50405"
"003","01","050406",,,,"Eiklar anderer Geflügelarten flüssig",,,,,"Eier und Eiprodukte","19990330",,,,,,"50406"
"003","01","050407",,,,"Eiklar anderer Geflügelarten flüssig mit Zusätzen",,,,,"Eier und Eiprodukte","19990330",,,,,,"50407"
"003","01","050408",,,,"Eiklar anderer Geflügelarten gefroren",,,,,"Eier und Eiprodukte","19990330",,,,,,"50408"
"003","01","050409",,,,"Eiklar anderer Geflügelarten getrocknet",,,,,"Eier und Eiprodukte","19990330",,,,,,"50409"
"003","01","050410",,,,"Eiklar anderer Geflügelarten getrocknet mit Zusätzen",,,,,"Eier und Eiprodukte","19990330",,,,,,"50410"
"003","01","050411",,,,"Eidotter anderer Geflügelarten flüssig",,,,,"Eier und Eiprodukte","19990330",,,,,,"50411"
"003","01","050412",,,,"Eidotter anderer Geflügelarten flüssig mit Zusätzen",,,,,"Eier und Eiprodukte","19990330",,,,,,"50412"
"003","01","050413",,,,"Eidotter anderer Geflügelarten gefroren",,,,,"Eier und Eiprodukte","19990330",,,,,,"50413"
"003","01","050414",,,,"Eidotter anderer Geflügelarten getrocknet",,,,,"Eier und Eiprodukte","19990330",,,,,,"50414"
"003","01","050415",,,,"Eidotter anderer Geflügelarten getrocknet mit Zusätzen",,,,,"Eier und Eiprodukte","19990330",,,,,,"50415"
"003","01","050500",,,,"Eizubereitungen aus Hühnereiern",,,,,"Eier und Eiprodukte","19990330",,,,,,"50500"
"003","01","050501",,,,"Solei",,,,,"Eier und Eiprodukte","19990330",,,,,,"50501"
"003","01","050502",,,,"Eierstich",,,,,"Eier und Eiprodukte","19990330",,,,,,"50502"
"003","01","050503",,,,"Hühnerei fermentiert",,,,,"Eier und Eiprodukte","19990330",,,,,,"50503"
"003","01","050504",,,,"Hühnerei gekocht",,,,,"Eier und Eiprodukte","19990330",,,,,,"50504"
"003","01","050505",,,,"Hühnerei gekocht geformt",,,,,"Eier und Eiprodukte","19990330",,,,,,"50505"
"003","01","050506",,,,"Hühnerei Konserve",,,,,"Eier und Eiprodukte","19990330",,,,,,"50506"
"003","01","050507",,,,"Hühnerei in Aspik",,,,,"Eier und Eiprodukte","19990330",,,,,,"50507"
"003","01","050508",,,,"Hühnerei gekocht gefärbt",,,,,"Eier und Eiprodukte","19990330",,,,,,"50508"
"003","01","050509",,,,"Chinesisches Ei aus Hühnereiern",,,,,"Eier und Eiprodukte","20041201",,,,,,"50509"
"003","01","050510",,,,"Eierstich Konserve",,,,,"Eier und Eiprodukte","19990330",,,,,,"50510"
"003","01","050600",,,,"Eizubereitungen aus Eiern anderer Geflügelarten und sonstigen Vögeln",,,,,"Eier und Eiprodukte","20041201",,,,,,"50600"
"003","01","050601",,,,"Wachtelei gekocht",,,,,"Eier und Eiprodukte","19990330",,,,,,"50601"
"003","01","050602",,,,"Wachtelei Konserve",,,,,"Eier und Eiprodukte","19990330",,,,,,"50602"
"003","01","050603",,,,"Möwenei gekocht",,,,,"Eier und Eiprodukte","19990330",,,,,,"50603"
"003","01","050604",,,,"Entenei gekocht",,,,,"Eier und Eiprodukte","19990330",,,,,,"50604"
"003","01","050605",,,,"Chinesisches Ei aus Enteneiern",,,,,"Eier und Eiprodukte","20041201",,,,,,"50605"
"003","01","060000",,,,"Fleisch warmblütiger Tiere auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60000"
"003","01","060100",,,,"Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60100"
"003","01","060101",,,,"Tierkörper ganzer Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60101"
"003","01","060102",,,,"Tierkörper halber Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60102"
"003","01","060103",,,,"Vorderviertel Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60103"
"003","01","060104",,,,"Hinterviertel Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60104"
"003","01","060200",,,,"Fleischteilstücke Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60200"
"003","01","060201",,,,"Kamm Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60201"
"003","01","060202",,,,"Bug Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60202"
"003","01","060203",,,,"Bugstück dickes Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60203"
"003","01","060204",,,,"Schaufelstück Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60204"
"003","01","060205",,,,"Falsches Filet Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60205"
"003","01","060206",,,,"Schaufeldeckel Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60206"
"003","01","060207",,,,"Fehlrippe Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60207"
"003","01","060208",,,,"Spannrippe Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60208"
"003","01","060209",,,,"Brust Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60209"
"003","01","060210",,,,"Brustbein Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60210"
"003","01","060211",,,,"Nachbrust Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60211"
"003","01","060212",,,,"Mittelbrust Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60212"
"003","01","060213",,,,"Vorderhesse Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60213"
"003","01","060214",,,,"Keule Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60214"
"003","01","060215",,,,"Filet Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60215"
"003","01","060216",,,,"Blume Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60216"
"003","01","060217",,,,"Kugel Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60217"
"003","01","060218",,,,"Schwanzstück Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60218"
"003","01","060219",,,,"Oberschale Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60219"
"003","01","060220",,,,"Roastbeef Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60220"
"003","01","060221",,,,"Hochrippe Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60221"
"003","01","060222",,,,"Knochendünnung Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60222"
"003","01","060223",,,,"Fleischdünnung Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60223"
"003","01","060224",,,,"Kopf Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60224"
"003","01","060225",,,,"Bürgermeisterstück Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60225"
"003","01","060226",,,,"Hinterhesse Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60226"
"003","01","060227",,,,"Kronfleisch Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60227"
"003","01","060228",,,,"Ochsenschwanz auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60228"
"003","01","060229",,,,"Rumpsteak auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60229"
"003","01","060230",,,,"Steak Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60230"
"003","01","060231",,,,"Braten Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60231"
"003","01","060232",,,,"Schnitzel Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60232"
"003","01","060233",,,,"Kotelett Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60233"
"003","01","060234",,,,"Roulade Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60234"
"003","01","060235",,,,"Tafelspitz auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60235"
"003","01","060236",,,,"Fleischstück Rind zusammengesetzt geformt auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60236"
"003","01","060237",,,,"Brustspitze Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60237"
"003","01","060238",,,,"Lende Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60238"
"003","01","060239",,,,"Verarbeitungsfleisch Rind roh auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60239"
"003","01","060240",,,,"Beinscheibe Rind auch tiefgefroren",,,,,"Fleisch warmblütiger Tiere","20140701",,,,,,"60240"
"003","01","060299",,,,"Mischungen verschiedener Fleischteilstücke Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60299"
"003","01","060300",,,,"Innereien Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60300"
"003","01","060301",,,,"Leber Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60301"
"003","01","060302",,,,"Niere Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60302"
"003","01","060303",,,,"Lunge Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60303"
"003","01","060304",,,,"Milz Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60304"
"003","01","060305",,,,"Herz Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60305"
"003","01","060306",,,,"Hirn Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60306"
"003","01","060307",,,,"Euter Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60307"
"003","01","060308",,,,"Vormagen Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60308"
"003","01","060309",,,,"Zunge Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60309"
"003","01","060310",,,,"Labmagen Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60310"
"003","01","060311",,,,"Schlund Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60311"
"003","01","060400",,,,"Fettgewebe Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60400"
"003","01","060401",,,,"Darmfett Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60401"
"003","01","060402",,,,"Nierenfett Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60402"
"003","01","060403",,,,"Mark Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60403"
"003","01","060500",,,,"Bindegewebe Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60500"
"003","01","060501",,,,"Flotzmaul Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60501"
"003","01","060502",,,,"Fußhaut Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60502"
"003","01","060600",,,,"Knochen Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60600"
"003","01","060700",,,,"Blut Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60700"
"003","01","060701",,,,"Flüssigblut Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60701"
"003","01","060702",,,,"Blutserum Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60702"
"003","01","060703",,,,"Blutplasma Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60703"
"003","01","060704",,,,"Trockenblutplasma Rind auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60704"
"003","01","060800",,,,"Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60800"
"003","01","060801",,,,"Tierkörper ganzer Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60801"
"003","01","060802",,,,"Tierkörper halber Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60802"
"003","01","060803",,,,"Vorderviertel Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60803"
"003","01","060804",,,,"Hinterviertel Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60804"
"003","01","060900",,,,"Fleischteilstücke Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60900"
"003","01","060901",,,,"Bug Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60901"
"003","01","060902",,,,"Hals Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60902"
"003","01","060903",,,,"Vorderhaxe Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60903"
"003","01","060904",,,,"Kotelett Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60904"
"003","01","060905",,,,"Filet Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60905"
"003","01","060906",,,,"Brust Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60906"
"003","01","060907",,,,"Bauch Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60907"
"003","01","060908",,,,"Keule Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60908"
"003","01","060909",,,,"Oberschale Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60909"
"003","01","060910",,,,"Nussstück Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","20041201",,,,,,"60910"
"003","01","060911",,,,"Fricandeau Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60911"
"003","01","060912",,,,"Hinterhaxe Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60912"
"003","01","060913",,,,"Kopf Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60913"
"003","01","060914",,,,"Zwerchfell Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60914"
"003","01","060915",,,,"Nierenbraten Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60915"
"003","01","060916",,,,"Schnitzel Kalb auch tiefgefroren",,,,,"Fleisch, Wild, Geflügel und Erzeugnisse daraus","19990330",,,,,,"60916"
