"ADV8-Kode","Kodiersystem","ADV3-Kode","ADV3-Text1","Programm","JAHR","Matrix-B","ADV8_1digit"
"3030100","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3030100","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3030100","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3030100","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3030100","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3030100","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3030100","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3030100","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3030100","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3030100","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3030100","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3030100","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3030100","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3030100","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3030100","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3030100","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3030100","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3030100","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3030300","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3030300","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3030300","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3030300","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3030300","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3030300","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3030300","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3030300","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3030300","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3030300","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3030300","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3030300","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3030300","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3030300","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3030300","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3030300","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3030300","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3030300","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3030300","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3030300","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3030300","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3030400","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3030400","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3030400","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3030400","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3030400","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3030400","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3030400","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3030400","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3030400","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3030400","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3030400","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3030400","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3030400","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3030400","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3030400","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3030400","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3030400","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3030400","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3030400","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3030400","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3030400","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3040000","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3040000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040000","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040000","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040000","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040000","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040000","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040000","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040000","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040000","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040000","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3040000","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3040000","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3040000","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3040000","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3040000","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3040000","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3040000","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3040000","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3040000","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3040100","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3040100","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040100","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040100","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040100","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040100","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040100","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040100","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040100","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040100","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040100","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040100","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3040100","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3040100","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3040100","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3040100","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3040100","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3040100","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3040100","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3040100","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3040100","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3040200","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3040200","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040200","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040200","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040200","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040200","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040200","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040200","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040200","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040200","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040200","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040200","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3040200","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3040200","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3040200","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3040200","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3040200","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3040200","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3040200","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3040200","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3040200","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3040300","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3040300","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040300","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040300","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040300","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040300","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040300","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040300","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040300","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040300","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3040300","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3040300","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3040300","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3040300","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3040300","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3040300","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3040300","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3040300","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3040300","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3040300","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3040300","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3050000","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3050000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3050000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3050000","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3050000","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3050000","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3050000","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3050000","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3050000","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3050000","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3050000","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3050000","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3050000","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3050000","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3050000","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3050000","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3050000","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3050000","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3050000","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3050000","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3050000","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3060000","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3060000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3060000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3060000","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3060000","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3060000","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3060000","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3060000","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3060000","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3060000","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3060000","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3060000","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3060000","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3060000","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3060000","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3060000","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3060000","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3060000","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3060000","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3060000","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3060000","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3060100","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3060100","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3060100","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3060100","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3060100","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3060100","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3060100","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3060100","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3060100","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3060100","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3060100","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3060100","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3060100","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3060100","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3060100","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3060100","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3060100","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3060100","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3060100","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3060100","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3060100","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3070000","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3070000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070000","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070000","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070000","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070000","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070000","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070000","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070000","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070000","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070000","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3070000","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3070000","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3070000","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3070000","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3070000","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3070000","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3070000","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3070000","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3070000","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3070100","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3070100","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070100","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070100","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070100","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070100","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070100","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070100","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070100","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070100","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070100","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070100","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3070100","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3070100","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3070100","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3070100","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3070100","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3070100","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3070100","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3070100","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3070100","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3070200","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3070200","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070200","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070200","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070200","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070200","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070200","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070200","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070200","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070200","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070200","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070200","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3070200","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3070200","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3070200","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3070200","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3070200","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3070200","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3070200","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3070200","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3070200","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3070300","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3070300","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070300","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070300","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070300","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070300","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070300","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070300","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070300","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070300","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3070300","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3070300","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3070300","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3070300","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3070300","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3070300","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3070300","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3070300","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3070300","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3070300","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
