"ADV8-Kode","Kodiersystem","ADV3-Kode","ADV3-Text1","Programm","JAHR","Matrix-B","ADV8_1digit"
"1000000","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1000000","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1000000","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1000000","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010000","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010000","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010000","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010000","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010100","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010100","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010100","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010100","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010110","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010110","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010110","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010110","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010111","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010111","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010111","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010111","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010112","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010112","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010112","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010112","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010120","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010120","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010120","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010120","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010130","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010130","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010130","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010130","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010140","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010140","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010140","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010140","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010200","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010200","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010200","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010200","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010210","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010210","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010210","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010210","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010220","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010220","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010220","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010220","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010230","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010230","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010230","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010230","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010300","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010300","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010300","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010300","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010310","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010310","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010310","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010310","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010400","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010400","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010400","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010400","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010410","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010410","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010410","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010410","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010500","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010500","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010500","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010500","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010510","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010510","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010510","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010510","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010600","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010600","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010600","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010600","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010610","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010610","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010610","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010610","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010620","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010620","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010620","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010620","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010630","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010630","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010630","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010630","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010640","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010640","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010640","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010640","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010650","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010650","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010650","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010650","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010700","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010700","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010700","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010700","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010800","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010800","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010800","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010800","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"1010900","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",1
"1010900","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",1
"1010900","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",1
"1010900","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",1
"2000000","15","010030","Mastschweine; Haut mit Fett","SH5",2018,"TNShMsSk",2
"2000000","15","101030","Masthähnchen/Masthühner; Haut mit Fett","SH6",2018,"TNGHBrHa",2
"2000000","15","101033","Masthähnchen/Masthühner; Blinddarminhalt","SH6",2018,"TNGHBrBd",2
"2000000","15","102030","Truthühner; Haut mit Fett","SH7",2018,"TNGPuHa",2
"2000000","15","102033","Truthühner; Blinddarminhalt","SH7",2018,"TNGPuBd",2
"2000000","20","202000","Stanzprobe, Schwein","SH5",2018,"TNShMsSk",2
"2000000","20","212000","Kratzschwammprobe, Schwein","SH5",2018,"TNShMsSk",2
"2030100","15","010030","Mastschweine; Haut mit Fett","SH5",2018,"TNShMsSk",2
"2030100","15","101030","Masthähnchen/Masthühner; Haut mit Fett","SH6",2018,"TNGHBrHa",2
"2030100","15","101033","Masthähnchen/Masthühner; Blinddarminhalt","SH6",2018,"TNGHBrBd",2
"2030100","15","102030","Truthühner; Haut mit Fett","SH7",2018,"TNGPuHa",2
"2030100","15","102033","Truthühner; Blinddarminhalt","SH7",2018,"TNGPuBd",2
"2030100","20","202000","Stanzprobe, Schwein","SH5",2018,"TNShMsSk",2
"2030100","20","212000","Kratzschwammprobe, Schwein","SH5",2018,"TNShMsSk",2
"2030120","15","010030","Mastschweine; Haut mit Fett","SH5",2018,"TNShMsSk",2
"2030120","15","101030","Masthähnchen/Masthühner; Haut mit Fett","SH6",2018,"TNGHBrHa",2
"2030120","15","101033","Masthähnchen/Masthühner; Blinddarminhalt","SH6",2018,"TNGHBrBd",2
"2030120","15","102030","Truthühner; Haut mit Fett","SH7",2018,"TNGPuHa",2
"2030120","15","102033","Truthühner; Blinddarminhalt","SH7",2018,"TNGPuBd",2
"2030120","20","202000","Stanzprobe, Schwein","SH5",2018,"TNShMsSk",2
"2030120","20","212000","Kratzschwammprobe, Schwein","SH5",2018,"TNShMsSk",2
"2030800","15","101030","Masthähnchen/Masthühner; Haut mit Fett","SH6",2018,"TNGHBrHa",2
"2030800","15","101033","Masthähnchen/Masthühner; Blinddarminhalt","SH6",2018,"TNGHBrBd",2
"2030800","15","102030","Truthühner; Haut mit Fett","SH7",2018,"TNGPuHa",2
"2030800","15","102033","Truthühner; Blinddarminhalt","SH7",2018,"TNGPuBd",2
"3000000","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3000000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3000000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3000000","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3000000","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3000000","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3000000","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3000000","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3000000","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3000000","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3000000","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3000000","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3000000","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3000000","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3000000","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3000000","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3000000","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3000000","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3000000","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3000000","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3000000","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3005000","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3005000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3005000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3005000","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3005000","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3005000","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3005000","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3005000","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3005000","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3005000","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3005000","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3005000","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3005000","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3005000","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3005000","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3005000","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3005000","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3005000","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3005000","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3005000","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3005000","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3006000","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3006000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3006000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3006000","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3006000","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3006000","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3006000","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3006000","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3006000","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3006000","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3006000","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3006000","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3006000","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3006000","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3006000","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3006000","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3006000","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3006000","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3006000","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3006000","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3006000","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3007000","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3007000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3007000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3007000","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3007000","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3007000","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3007000","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3007000","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3007000","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3007000","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3007000","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3007000","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3007000","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3007000","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3007000","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3007000","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3007000","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3007000","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3007000","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3007000","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3007000","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3010000","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3010000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010000","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010000","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010000","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010000","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010000","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010000","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010000","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010000","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010000","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010000","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3010000","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3010000","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3010000","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3010000","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3010000","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3010000","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3010000","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3010000","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3010000","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3010100","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3010100","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010100","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010100","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010100","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010100","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010100","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010100","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010100","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010100","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010100","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010100","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3010100","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3010100","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3010100","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3010100","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3010100","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3010100","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3010100","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3010100","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3010100","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3010110","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3010110","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010110","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010110","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010110","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010110","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010110","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010110","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010110","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010110","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010110","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010110","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3010110","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3010110","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3010110","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3010110","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3010110","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3010110","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
"3010110","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",3
"3010110","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",3
"3010110","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",3
"3010120","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",3
"3010120","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010120","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010120","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010120","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010120","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010120","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010120","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010120","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010120","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",3
"3010120","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",3
"3010120","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",3
"3010120","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",3
"3010120","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",3
"3010120","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",3
"3010120","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",3
"3010120","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",3
"3010120","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",3
