"Katalog","Kodiersystem","Kode","P-Code1","P-Code2","P-Code3","Text1","Text2","Text3","Text4","Text5","Text6","DatumGueltigkeit","ADV16_Int"
"﻿016","000","0100000",,,,"Sensorik",,,,,,"19990330",100000
"016","000","0100001",,,,"Geruch",,,,,,"19990330",100001
"016","000","0100002",,,,"Aussehen",,,,,,"19990330",100002
"016","000","0100003",,,,"Geschmack",,,,,,"19990330",100003
"016","000","0100004",,,,"Gefüge Konsistenz",,,,,,"20041201",100004
"016","000","0100005",,,,"Geruchsschwellenwert",,,,,,"19990330",100005
"016","000","0100006",,,,"Geruchsschwellenwert bei 12 Grad",,,,,,"20041201",100006
"016","000","0100007",,,,"Geruchsschwellenwert bei 25 Grad",,,,,,"20041201",100007
"016","000","0200000",,,,"Anzeigepflichtige Tierseuchen und meldepflichtige Tierkrankheiten sowie","fleisch- und geflügelfleischhygienische Befunde",,,,,"19990330",200000
"016","000","0210000",,,,"Anzeigepflichtige Seuchen",,,,,,"19990330",210000
"016","000","0210001",,,,"Afrikanische Pferdepest",,,,,,"19990330",210001
"016","000","0210002",,,,"Afrikanische Schweinepest",,,,,,"19990330",210002
"016","000","0210003",,,,"Ansteckende Blutarmut der Einhufer",,,,,,"19990330",210003
"016","000","0210004",,,,"Ansteckende Schweinelähmung Teschener Krankheit",,,,,,"19990330",210004
"016","000","0210005",,,,"Aujeszky'sche Krankheit",,,,,,"19990330",210005
"016","000","0210006",,,,"Ansteckende Blutarmut der Salmoniden",,,,,,"20001124",210006
"016","000","0210020",,,,"Beschälseuche der Pferde",,,,,,"19990330",210020
"016","000","0210021",,,,"Blauzungenkrankheit",,,,,,"19990330",210021
"016","000","0210023",,,,"Bösartige (amerikanische) Faulbrut der Bienen",,,,,,"20001124",210023
"016","000","0210024",,,,"Bovine Herpesvirus Typ 1-Infektion (alle Formen)",,,,,,"19990330",210024
"016","000","0210025",,,,"Brucellose der Rinder Schweine Schafe und Ziegen",,,,,,"20041201",210025
"016","000","0210080",,,,"Enzootische Leukose der Rinder",,,,,,"19990330",210080
"016","000","0210081",,,,"Enzootische Hämorrhagie der Hirsche",,,,,,"20001124",210081
"016","000","0210120",,,,"Geflügelpest klassische Geflügelinfluenza",,,,,,"20041201",210120
"016","000","0210160",,,,"Infektiöse Hämatopoetische Nekrose der Salmoniden IHN",,,,,,"19990330",210160
"016","000","0210221",,,,"Lungenseuche der Rinder",,,,,,"19990330",210221
"016","000","0210240",,,,"Maul- und Klauenseuche MKS",,,,,,"19990330",210240
"016","000","0210242",,,,"Milzbrand",,,,,,"19990330",210242
"016","000","0210260",,,,"Newcastle-Krankheit ND",,,,,,"19990330",210260
"016","000","0210300",,,,"Pest der kleinen Wiederkäuer",,,,,,"19990330",210300
"016","000","0210301",,,,"Pockenseuche der Schafe und Ziegen",,,,,,"19990330",210301
"016","000","0210302",,,,"Psittakose",,,,,,"19990330",210302
"016","000","0210303",,,,"Pferdeenzephalomyelitis",,,,,,"20001124",210303
"016","000","0210340",,,,"Rauschbrand",,,,,,"19990330",210340
"016","000","0210341",,,,"Rifttal-Fieber",,,,,,"19990330",210341
"016","000","0210342",,,,"Rinderpest",,,,,,"19990330",210342
"016","000","0210343",,,,"Rotz",,,,,,"19990330",210343
"016","000","0210360",,,,"Salmonellose der Rinder",,,,,,"19990330",210360
"016","000","0210361",,,,"Schweinepest",,,,,,"20001124",210361
"016","000","0210363",,,,"Stomatitis vesicularis",,,,,,"19990330",210363
"016","000","0210380",,,,"Tollwut",,,,,,"19990330",210380
"016","000","0210381",,,,"Transmissible Spongioforme Enzephalopathie (TSE)",,,,,,"20001124",210381
"016","000","0210382",,,,"Trichomonadenseuche der Rinder",,,,,,"19990330",210382
"016","000","0210383",,,,"Tuberkulose der Rinder",,,,,,"19990330",210383
"016","000","0210420",,,,"Vesikuläre Schweinekrankheit",,,,,,"19990330",210420
"016","000","0210421",,,,"Vibrionenseuche der Rinder",,,,,,"19990330",210421
"016","000","0210422",,,,"Virale Hämorrhagische Septikämie der Salmoniden VHS",,,,,,"19990330",210422
"016","000","0220000",,,,"Meldepflichtige Krankheiten",,,,,,"19990330",220000
"016","000","0220001",,,,"Ansteckende Gehirn-Rückenmarkentzündung der Einhufer Bornasche Krankheit",,,,,,"19990330",220001
"016","000","0220002",,,,"Ansteckende Metritis des Pferdes CEM",,,,,,"19990330",220002
"016","000","0220021",,,,"Bovine Virusdiarrhoe oder Mucosal Disease BVD oder MD",,,,,,"19990330",220021
"016","000","0220040",,,,"Chlamydienabort des Schafes",,,,,,"19990330",220040
"016","000","0220080",,,,"Ecthyma contagiosum (Parapoxinfektion)",,,,,,"19990330",220080
"016","000","0220081",,,,"Equine Virus-Arteritis-Infektion",,,,,,"19990330",220081
"016","000","0220082",,,,"Euterpocken des Rindes (Parapoxinfektion)",,,,,,"19990330",220082
"016","000","0220100",,,,"Frühlingsvirämie der Karpfen SVC",,,,,,"19990330",220100
"016","000","0220120",,,,"Gumboro-Krankheit IBD",,,,,,"19990330",220120
"016","000","0220161",,,,"Infektiöse Laryngotracheitis des Geflügels ILT",,,,,,"19990330",220161
"016","000","0220162",,,,"Infektiöse Pankreasnekrose der Forellen und forellenartigen Fische IPN",,,,,,"19990330",220162
"016","000","0220220",,,,"Leptospirose",,,,,,"19990330",220220
"016","000","0220221",,,,"Listeriose",,,,,,"19990330",220221
"016","000","0220240",,,,"Maedi",,,,,,"19990330",220240
"016","000","0220241",,,,"Mareksche Krankheit (akute Form)",,,,,,"19990330",220241
"016","000","0220280",,,,"Ornithose (außer Psittakose)",,,,,,"19990330",220280
"016","000","0220300",,,,"Paratuberkulose des Rindes",,,,,,"19990330",220300
"016","000","0220320",,,,"Q-Fieber",,,,,,"19990330",220320
"016","000","0220340",,,,"Rhinitis atrophicans",,,,,,"19990330",220340
"016","000","0220360",,,,"Säugerpocken Orthopoxinfektion",,,,,,"19990330",220360
"016","000","0220361",,,,"Stomatitis papulosa des Rindes Parapoxinfektion",,,,,,"19990330",220361
"016","000","0220380",,,,"Toxoplasmose",,,,,,"19990330",220380
"016","000","0220381",,,,"Transmissible Virale Gastroenteritis des Schweines TGE",,,,,,"19990330",220381
"016","000","0220382",,,,"Tuberkulose des Geflügels",,,,,,"19990330",220382
"016","000","0220383",,,,"Tularämie",,,,,,"19990330",220383
"016","000","0220420",,,,"Visna",,,,,,"19990330",220420
"016","000","0220421",,,,"Vogelpocken Avipoxinfektion",,,,,,"19990330",220421
"016","000","0230000",,,,"Fleisch- und geflügelfleischhygienische Befunde soweit nicht anzeige-","und meldepflichtig",,,,,"20041201",230000
"016","000","0230001",,,,"Ablagerungen wie Kalk- oder Farbablagerungen vereinzelte fremdartige",,,,,,"20041201",230001
"016","000","0230002",,,,"Aspergillose",,,,,,"19990330",230002
"016","000","0230020",,,"Bakteriaemien Viraemien Septikämien","Bakteriaemien Viraemien Septikämien",,,,,,"20041201",230020
"016","000","0230021",,,,"Bauchwassersucht",,,,,,"19990330",230021
"016","000","0230022",,,,"Blackhead",,,,,,"19990330",230022
"016","000","0230023",,,,"Blut von bedingt tauglichen bzw. untauglichen Tieren oder bei denen Proben","zur bakteriologischen Untersuchung entnommen wurden",,,,,"19990330",230023
"016","000","0230024",,,,"Botulismus",,,,,,"19990330",230024
"016","000","0230080",,,,"Eber Zwitter und Kryptorchiden sofern 5-alfa-Androstenon < 5µg/g Fett",,,,,,"20041201",230080
"016","000","0230081",,,,"Entenhepatitis",,,,,,"19990330",230081
"016","000","0230082",,,,"Erhebliche ausgebreitete Veränderungen: Farbe Geruch Geschmack Konsistenz","Geschwülste",,,,,"20041201",230082
"016","000","0230120",,,,"Geflügelcholera",,,,,,"19990330",230120
"016","000","0230121",,,,"Gelbsucht",,,,,,"19990330",230121
"016","000","0230140",,,,"Herdförmige örtlich begrenzte Veränderungen",,,,,,"19990330",230140
"016","000","0230141",,,,"Herdförmige Veränderungen durch Mykobakterien in Kehlgangslymphknoten",,,,,,"19990330",230141
"016","000","0230142",,,,"Herdförmige Veränderungen durch Mykobakterien in Gekröselymphknoten",,,,,,"19990330",230142
"016","000","0230200",,,"Kontamination mit Salmonellen od. Zoonosenerregern","Kontamination mit Salmonellen od. Zoonosenerregern",,,,,,"19990330",230200
"016","000","0230220",,,,"Leukose außer Rind",,,,,,"20041201",230220
"016","000","0230240",,,,"Mägen und Därme von fleischfressendem Haarwild",,,,,,"19990330",230240
"016","000","0230241",,,,"Missbildungen Schwund einzelner Muskeln oder Organe",,,,,,"20041201",230241
"016","000","0230242",,,,"Mykoplasmose",,,,,,"19990330",230242
"016","000","0230243",,,,"Myxomatose",,,,,,"19990330",230243
"016","000","0230260",,,,"Natürlicher Tod Schlachtung in der Agonie unvollkommenes Ausbluten",,,,,,"20041201",230260
"016","000","0230261",,,,"Nebenprodukte v. Hausschw. Einhufern Sumpfbibern zur Kältebehandlung",,,,,,"20041201",230261
"016","000","0230262",,,,"Nicht entleerte Mägen Därme Schlünde Blasen",,,,,,"20041201",230262
"016","000","0230263",,,,"Nicht zum Genuss für Menschen geeignete Teile vom Tierkörper",,,,,,"20041201",230263
"016","000","0230280",,,"Organe mit obligat anaerob wachsenden grampositiven Stäbchen","Organe mit obligat anaerob wachsenden grampositiven Stäbchen",,,,,,"19990330",230280
"016","000","0230281",,,,"Örtlich begrenzte Geschwülste",,,,,,"19990330",230281
"016","000","0230300",,,,"Parasitenbefall in der Unterhaut oder in der Muskulatur",,,,,,"19990330",230300
"016","000","0230301",,,,"Parasitenbefall ausgebreiteter",,,,,,"20041201",230301
"016","000","0230302",,,,"Pseudotuberkulose",,,,,,"19990330",230302
"016","000","0230340",,,,"Rotlauf",,,,,,"19990330",230340
"016","000","0230341",,,,"Rückstände mit Überschreitung festgesetzter Höchstmengen",,,,,,"19990330",230341
"016","000","0230342",,,,"Rückstände mit Überschreitung von Beurteilungswerten",,,,,,"19990330",230342
"016","000","0230343",,,,"Rückstände mit Überschreitung von Werten die nach wissenschaftlichen","Erkenntnissen unbedenklich sind",,,,,"20041201",230343
"016","000","0230344",,,,"Rückstände und Verdacht auf östrogene androgene gestagene Stoffe","Thyreostatika und beta-Agonisten",,,,,"20041201",230344
"016","000","0230345",,,"Rückstände von Hemmstoffen in der Muskulatur","Rückstände von Hemmstoffen in der Muskulatur",,,,,,"19990330",230345
"016","000","0230346",,,"Rückstände von Hemmstoffen in Muskulatur und Niere","Rückstände von Hemmstoffen in Muskulatur und Niere",,,,,,"19990330",230346
"016","000","0230347",,,"Rückstände von Hemmstoffen in Muskulatur und Leber","Rückstände von Hemmstoffen in Muskulatur und Leber",,,,,,"19990330",230347
"016","000","0230359",,,,"Rückstände sonstige",,,,,,"20001201",230359
"016","000","0230360",,,,"Salmonellose außer Rind",,,,,,"20041201",230360
"016","000","0230361",,,,"Sarkosporidiose",,,,,,"19990330",230361
"016","000","0230362",,,,"Schwachfinnigkeit",,,,,,"19990330",230362
"016","000","0230363",,,,"Sonstige Veränderungen durch Allgemeinerkrankung",,,,,,"19990330",230363
"016","000","0230364",,,,"Starkfinnigkeit",,,,,,"19990330",230364
"016","000","0230380",,,,"Technisch vermeidbare Flüssigkeitsmengen",,,,,,"19990330",230380
"016","000","0230381",,,,"Tetanus",,,,,,"19990330",230381
"016","000","0230382",,,,"Tiere ohne Schlachttieruntersuchung oder mit Schlachtverbot",,,,,,"19990330",230382
"016","000","0230383",,,,"Tötung außerhalb Schlachtbetrieb ohne Bescheinigung",,,,,,"19990330",230383
"016","000","0230384",,,,"Trichinellose",,,,,,"19990330",230384
"016","000","0230400",,,,"Umfangreiche Verletzungen oder umfangreiche blutige oder wässrige Durchtränkung",,,,,,"19990330",230400
"016","000","0230401",,,,"Untauglich mit Einverständnis des Besitzers",,,,,,"19990330",230401
"016","000","0230420",,,,"Vergiftung",,,,,,"19990330",230420
"016","000","0230421",,,,"Verschmutzung die auch durch gründliche Reinigung nicht beseitigt werden kann",,,,,,"20041201",230421
"016","000","0230440",,,,"Wartezeiten nicht eingehalten",,,,,,"19990330",230440
"016","000","0230500",,,,"Zersetzungsvorgänge",,,,,,"19990330",230500
"016","000","0230501",,,,"Sonstige Zoonosen und andere übertragbare Erreger außer anzeige- und","meldepflichtig",,,,,"19990330",230501
"016","000","0300000",,,,"Fremdkörper Parasiten Schädlinge Lästlinge",,,,,,"20041201",300000
"016","000","0300001",,,,"Besatz",,,,,,"19990330",300001
"016","000","0300002",,,,"Mutterkornanteil",,,,,,"19990330",300002
"016","000","0300003",,,,"Sand Erde",,,,,,"20041201",300003
"016","000","0300004",,,,"Steine",,,,,,"19990330",300004
"016","000","0300005",,,,"Unkrautsamen ungiftig",,,,,,"20041201",300005
"016","000","0300006",,,,"Unkrautsamen giftig",,,,,,"20041201",300006
"016","000","0300007",,,,"Algen in Muscheln",,,,,,"19990330",300007
"016","000","0300505",,,,"Unkrautsamen",,,,,,"20001124",300505
"016","000","0301000",,,,"Insekten und Insektenteile",,,,,,"19990330",301000
"016","000","0301001",,,,"Eier von Motten Käfern",,,,,,"20041201",301001
"016","000","0301003",,,,"Gespinste",,,,,,"19990330",301003
"016","000","0301004",,,,"Puppe",,,,,,"19990330",301004
"016","000","0301005",,,,"Larve",,,,,,"19990330",301005
"016","000","0301006",,,,"Larvenkot",,,,,,"19990330",301006
"016","000","0301100",,,,"Biene Bienenteile",,,,,,"20041201",301100
"016","000","0301200",,,,"Ameise",,,,,,"19990330",301200
"016","000","0301300",,,,"Fliege",,,,,,"19990330",301300
"016","000","0301301",,,,"Fliegenmade",,,,,,"19990330",301301
"016","000","0301304",,,,"Taufliege",,,,,,"19990330",301304
"016","000","0301400",,,,"Käfer",,,,,,"19990330",301400
"016","000","0301401",,,,"Getreidekäfer",,,,,,"19990330",301401
"016","000","0301402",,,,"Kornkäfer",,,,,,"19990330",301402
"016","000","0301403",,,,"Mehlkäfer",,,,,,"19990330",301403
"016","000","0301404",,,,"Mehlkäferlarve",,,,,,"19990330",301404
"016","000","0301405",,,,"Speisebohnenkäfer",,,,,,"19990330",301405
"016","000","0301500",,,,"Motten",,,,,,"19990330",301500
"016","000","0301501",,,,"Mehlmotte",,,,,,"19990330",301501
"016","000","0301502",,,,"Dörrobstmotte",,,,,,"19990330",301502
"016","000","0301600",,,,"Schabe",,,,,,"19990330",301600
"016","000","0301700",,,,"Läuse",,,,,,"19990330",301700
"016","000","0301701",,,,"Staublaus Bücherlaus",,,,,,"20041201",301701
"016","000","0301801",,,,"Wespe",,,,,,"19990330",301801
"016","000","0302000",,,,"Spinne Spinnentier",,,,,,"20041201",302000
"016","000","0302100",,,,"Milbe",,,,,,"19990330",302100
"016","000","0302200",,,,"Zecke",,,,,,"19990330",302200
"016","000","0303000",,,,"Würmer parasitäre Gebilde Weichtiere",,,,,,"20041201",303000
"016","000","0303100",,,,"Wurm",,,,,,"19990330",303100
"016","000","0303200",,,,"Finne",,,,,,"19990330",303200
"016","000","0303201",,,,"Zyste",,,,,,"19990330",303201
"016","000","0303304",,,,"Nematodenlarve",,,,,,"19990330",303304
"016","000","0303305",,,,"Trichine",,,,,,"19990330",303305
"016","000","0303306",,,,"Duncker‘scher Muskelegel",,,,,,"20150101",303306
"016","000","0304000",,,,"Schnecke",,,,,,"19990330",304000
"016","000","0305000",,,,"Einzeller",,,,,,"19990330",305000
"016","000","0305100",,,,"Mieschersche Schläuche Sarkosporidien",,,,,,"19990330",305100
"016","000","0305200",,,,"Toxoplasmen",,,,,,"19990330",305200
"016","000","0306000",,,,"Schadnager Nagerteile Nagerkot",,,,,,"20041201",306000
"016","000","0306100",,,,"Maus",,,,,,"19990330",306100
"016","000","0306101",,,,"Mäusekot",,,,,,"19990330",306101
"016","000","0306200",,,,"Ratte",,,,,,"19990330",306200
"016","000","0306201",,,,"Rattenkot",,,,,,"19990330",306201
"016","000","0307000",,,,"Filth-Teile",,,,,,"19990330",307000
"016","000","0307101",,,,"Federn und -fragmente",,,,,,"19990330",307101
"016","000","0307102",,,,"Chitinpanzer und -teile",,,,,,"19990330",307102
"016","000","0307103",,,,"Schuppen",,,,,,"19990330",307103
"016","000","0309000",,,,"Verunreinigungen sonstige",,,,,,"20001201",309000
"016","000","0309100",,,,"Farben- Lackrückstände",,,,,,"20041201",309100
"016","000","0309200",,,,"Getränkerückstände in Mehrwegflaschen",,,,,,"19990330",309200
"016","000","0309300",,,,"Glasbruch",,,,,,"19990330",309300
"016","000","0309400",,,,"Holzteile Pflanzenteile",,,,,,"20041201",309400
"016","000","0309450",,,,"Kunststoffteile",,,,,,"19990330",309450
"016","000","0309500",,,,"Metallteile",,,,,,"19990330",309500
"016","000","0309600",,,,"Papierteile",,,,,,"19990330",309600
"016","000","0309619",,,,"Verunreinigungen",,,,,,"20001124",309619
"016","000","0309700",,,,"Schmiermittel",,,,,,"19990330",309700
"016","000","0309800",,,,"Technische Lösungsmittel",,,,,,"19990330",309800
"016","000","0309900",,,,"Textilien",,,,,,"19990330",309900
"016","000","0400000",,,,"Tierische und pflanzliche Gewebe",,,,,,"19990330",400000
"016","000","0402000",,,,"Zellgehalt im Sediment",,,,,,"19990330",402000
"016","000","0402100",,,,"Leukozyten",,,,,,"19990330",402100
"016","000","0402200",,,,"Entzündungszellen",,,,,,"19990330",402200
"016","000","0402500",,,,"Zelldetritus",,,,,,"19990330",402500
"016","000","0402600",,,,"Einschlusskörperchen",,,,,,"20041201",402600
"016","000","0403000",,,,"Gewebe tierisches",,,,,,"20041201",403000
"016","000","0403001",,,,"Muskulatur Skelett-",,,,,,"20041201",403001
"016","000","0403002",,,,"Zungenmuskulatur",,,,,,"19990330",403002
"016","000","0403003",,,,"Herzmuskulatur",,,,,,"19990330",403003
"016","000","0403004",,,,"Muskulatur glatte",,,,,,"20041201",403004
"016","000","0403010",,,,"Bindegewebe",,,,,,"19990330",403010
"016","000","0403011",,,,"Bindegewebe kollagenes",,,,,,"20041201",403011
"016","000","0403012",,,,"Bindegewebe elastisches",,,,,,"20041201",403012
"016","000","0403013",,,,"Muskeleiweiß wabig-schaumig vernetzt erhitzt",,,,,,"20041201",403013
"016","000","0403014",,,,"Muskeleiweiß strukturlos schollig erhitzt",,,,,,"20041201",403014
"016","000","0403015",,,,"Muskeleiweiß wabig-schaumig vernetzt großporig erhitzt",,,,,,"20041201",403015
"016","000","0403016",,,,"Muskeleiweiß wabig-schaumig vernetzt kleinporig erhitzt",,,,,,"20041201",403016
"016","000","0403020",,,,"Fettgewebe",,,,,,"19990330",403020
"016","000","0403030",,,,"Knochenpartikel",,,,,,"19990330",403030
"016","000","0403031",,,,"Knochenpartikel von Landtieren",,,,,,"20041201",403031
"016","000","0403032",,,,"Knochenpartikel vom Fisch",,,,,,"20041201",403032
"016","000","0403040",,,,"Knorpelpartikel",,,,,,"19990330",403040
"016","000","0403050",,,,"Haut äußere Schwarten",,,,,,"20041201",403050
"016","000","0403051",,,,"Haarfollikel",,,,,,"19990330",403051
"016","000","0403052",,,,"Schwartenzug",,,,,,"19990330",403052
"016","000","0403080",,,,"Haut Geflügel-",,,,,,"20041201",403080
"016","000","0403100",,,,"Gewebehomogenisat",,,,,,"19990330",403100
"016","000","0403110",,,,"Brätstrukturen",,,,,,"19990330",403110
"016","000","0403111",,,,"Eiweißgewebe wabiges",,,,,,"20041201",403111
"016","000","0403115",,,,"Brät ohne Hülle wiederverarbeitetes",,,,,,"20041201",403115
"016","000","0403116",,,,"Brät mit Hülle wiederverarbeitetes",,,,,,"20041201",403116
"016","000","0403117",,,,"Brät mit Saitling wiederverarbeitetes",,,,,,"20041201",403117
"016","000","0403320",,,,"Lebergewebe",,,,,,"19990330",403320
"016","000","0403330",,,,"Nierengewebe",,,,,,"19990330",403330
"016","000","0403340",,,,"Lungengewebe",,,,,,"19990330",403340
"016","000","0403350",,,,"Drüsengewebe",,,,,,"19990330",403350
"016","000","0403355",,,,"Schilddrüse",,,,,,"19990330",403355
"016","000","0403356",,,,"Speicheldrüse",,,,,,"19990330",403356
"016","000","0403357",,,,"Milchdrüse",,,,,,"19990330",403357
"016","000","0403360",,,,"Gefäße",,,,,,"19990330",403360
"016","000","0403370",,,,"Lymphatisches Gewebe",,,,,,"19990330",403370
"016","000","0403375",,,,"Milz",,,,,,"19990330",403375
"016","000","0403380",,,,"Nervengewebe",,,,,,"19990330",403380
"016","000","0403390",,,,"Schleimhaut",,,,,,"19990330",403390
"016","000","0403391",,,,"Schleimhaut kutane",,,,,,"20041201",403391
"016","000","0403395",,,,"Schleimhaut des Magen- u. Darmtraktes",,,,,,"19990330",403395
"016","000","0403396",,,,"Pansengewebe",,,,,,"19990330",403396
"016","000","0403400",,,,"Haar",,,,,,"19990330",403400
"016","000","0403501",,,,"Fleischknochenmehl",,,,,,"20041201",403501
"016","000","0403502",,"1080",,"Blutmehl",,,,,,"20041201",403502
"016","000","0403503",,,,"Tiermehl",,,,,,"20041201",403503
"016","000","0403505",,,,"Federmehl",,,,,,"20041201",403505
"016","000","0403506",,,,"Fischmehl",,,,,,"20041201",403506
"016","000","0403510",,,,"Hornspäne",,,,,,"20041201",403510
"016","000","0403601",,,,"Fisch",,,,,,"20091203",403601
"016","000","0403602",,,,"Krebstiere Crustaceen",,,,,,"20091203",403602
"016","000","0403603",,,,"Weichtiere",,,,,,"20091203",403603
"016","000","0404000",,,,"Pflanzliche Partikel",,,,,,"19990330",404000
"016","000","0404001",,,,"Pflanzliche Partikel mit Schale",,,,,,"19990330",404001
"016","000","0404100",,,,"Zerealien",,,,,,"19990330",404100
"016","000","0404101",,,,"Stärkepartikel",,,,,,"19990330",404101
"016","000","0404102",,,,"Weizen",,,,,,"20041201",404102
"016","000","0404103",,,,"Weizenschrot",,,,,,"20041201",404103
"016","000","0404104",,,,"Weizenkleie",,,,,,"20041201",404104
"016","000","0404105",,,,"Weizengrieß",,,,,,"20041201",404105
"016","000","0404106",,,,"Weizenkeim",,,,,,"20041201",404106
"016","000","0404107",,,,"Weizenkleber",,,,,,"20041201",404107
"016","000","0404108",,,,"Weizenflocken",,,,,,"20041201",404108
"016","000","0404109",,,,"Roggen",,,,,,"20041201",404109
"016","000","0404110",,,,"Roggenschrot",,,,,,"20041201",404110
"016","000","0404111",,,,"Roggenkleie",,,,,,"20041201",404111
"016","000","0404112",,,,"Roggengrieß",,,,,,"20041201",404112
"016","000","0404113",,,,"Roggenschlempe",,,,,,"20041201",404113
"016","000","0404114",,,,"Gerste",,,,,,"20041201",404114
"016","000","0404115",,,,"Gerstenschrot",,,,,,"20041201",404115
"016","000","0404116",,,,"Gerstenkleie",,,,,,"20041201",404116
"016","000","0404117",,,,"Gerstengrieß",,,,,,"20041201",404117
"016","000","0404118",,,,"Gerstenschlempe",,,,,,"20041201",404118
"016","000","0404119",,,,"Gerstenflocken",,,,,,"20041201",404119
"016","000","0404120",,,,"Biertreber",,,,,,"20041201",404120
"016","000","0404121",,,,"Malzkeime",,,,,,"20041201",404121
"016","000","0404122",,,,"Hafer",,,,,,"20041201",404122
"016","000","0404123",,,,"Haferflocken",,,,,,"20041201",404123
"016","000","0404124",,,,"Haferkleie",,,,,,"20041201",404124
"016","000","0404125",,,,"Haferschlempe",,,,,,"20041201",404125
"016","000","0404126",,,,"Mais",,,,,,"20041201",404126
"016","000","0404127",,,,"Maisschrot",,,,,,"20041201",404127
"016","000","0404128",,,,"Maiskleie",,,,,,"20041201",404128
"016","000","0404129",,,,"Maisflocken",,,,,,"20041201",404129
"016","000","0404130",,,,"Maiskleber",,,,,,"20041201",404130
"016","000","0404131",,,,"Reis",,,,,,"20041201",404131
"016","000","0404132",,,,"Reiskeime",,,,,,"20041201",404132
"016","000","0404133",,,,"Reiskleie",,,,,,"20041201",404133
"016","000","0404134",,,,"Reisspelzen",,,,,,"20041201",404134
"016","000","0404135",,,,"Pflanzenfasern",,,,,,"20160101",404135
"016","000","0404200",,,,"Gewürze",,,,,,"19990330",404200
"016","000","0404300",,,,"Trüffel",,,,,,"19990330",404300
"016","000","0404400",,,,"Pflanzliches Protein",,,,,,"20001124",404400
"016","000","0404401",,,,"Texturiertes Protein",,,,,,"20001124",404401
"016","000","0404501",,,,"Luzerne",,,,,,"20041201",404501
"016","000","0404502",,,,"Luzernegrünmehl",,,,,,"20041201",404502
"016","000","0404503",,,,"Erbse",,,,,,"20041201",404503
"016","000","0404504",,,,"Erbsenfuttermehl",,,,,,"20041201",404504
"016","000","0404505",,,,"Erbsenflocken",,,,,,"20041201",404505
"016","000","0404506",,,,"Linse",,,,,,"20041201",404506
"016","000","0404507",,,,"Linsenschrot",,,,,,"20041201",404507
"016","000","0404508",,,,"Bohne",,,,,,"20041201",404508
"016","000","0404509",,,,"Bohnenschrot",,,,,,"20041201",404509
"016","000","0404510",,,,"Sojabohne",,,,,,"20041201",404510
"016","000","0404511",,,,"Sojaextraktionsschrot",,,,,,"20041201",404511
"016","000","0404512",,,,"Sojaflocken",,,,,,"20041201",404512
"016","000","0404513",,,,"Sojabohnenprotein",,,,,,"20041201",404513
"016","000","0404514",,,,"Soja-Expeller",,,,,,"20041201",404514
"016","000","0404515",,,,"Leinsaat",,,,,,"20041201",404515
"016","000","0404516",,,,"Leinsaat-Extraktionsschrot",,,,,,"20041201",404516
"016","000","0404517",,,,"Leinsaat-Expeller",,,,,,"20041201",404517
"016","000","0404518",,,,"Sonnenblume","(Helianthus)",,,,,"20120607",404518
"016","000","0404519",,,,"Sonnenblumen-Extraktionsschrot",,,,,,"20041201",404519
"016","000","0404520",,,,"Sonnenblumen-Expeller",,,,,,"20041201",404520
"016","000","0404521",,,,"Raps","(Brassica napus)",,,,,"20120607",404521
"016","000","0404522",,,,"Raps-Extraktionsschrot",,,,,,"20041201",404522
"016","000","0404523",,,,"Raps-Expeller",,,,,,"20041201",404523
"016","000","0404524",,,,"Sellerie",,,,,,"20091203",404524
"016","000","0404601",,,,"Zuckerrübe",,,,,,"20041201",404601
"016","000","0404602",,,,"Zuckerrüben-Trockenschnitzel",,,,,,"20041201",404602
"016","000","0404603",,,,"Zitrusfrüchte",,,,,,"20041201",404603
"016","000","0404604",,,,"Citrustrester",,,,,,"20041201",404604
"016","000","0404605",,,,"Kartoffel",,,,,,"20041201",404605
"016","000","0404606",,,,"Kartoffelschrot",,,,,,"20041201",404606
"016","000","0404607",,,,"Kartoffelflocken",,,,,,"20041201",404607
"016","000","0404608",,,,"Kartoffelgrieß",,,,,,"20041201",404608
"016","000","0404609",,,,"Kartoffelpülpe",,,,,,"20041201",404609
"016","000","0404610",,,,"Kartoffelschnitzel",,,,,,"20041201",404610
"016","000","0404611",,,,"Maniok",,,,,,"20041201",404611
"016","000","0404612",,,,"Maniokschnitzel",,,,,,"20041201",404612
"016","000","0404613",,,,"Maniokmehl",,,,,,"20041201",404613
"016","000","0404614",,,,"Maniokgrieß",,,,,,"20041201",404614
"016","000","0404615",,,,"Maniokpülpe",,,,,,"20041201",404615
"016","000","0404616",,,,"Kokosnuß",,,,,,"20041201",404616
"016","000","0404617",,,,"Kokosnuß-Extraktionsschrot",,,,,,"20041201",404617
"016","000","0404618",,,,"Kokosnuß-Expeller",,,,,,"20041201",404618
"016","000","0404619",,,,"Kokosnuß-Kuchen",,,,,,"20041201",404619
"016","000","0404620",,,,"Ölpalme",,,,,,"20041201",404620
"016","000","0404621",,,,"Ölpalme-Extraktionsschrot",,,,,,"20041201",404621
"016","000","0404622",,,,"Ölpalme-Expeller",,,,,,"20041201",404622
"016","000","0404623",,,,"Ölpalme-Kuchen",,,,,,"20041201",404623
"016","000","0404625",,,,"Milchpulver",,,,,,"20041201",404625
"016","000","0404626",,,,"Sprühmilchpulver",,,,,,"20041201",404626
"016","000","0404627",,,,"Futtergras",,,,,,"20041201",404627
"016","000","0404628",,,,"Vollei",,,,,,"20091203",404628
