"Katalog","Kodiersystem","Kode","P-Code1","P-Code2","P-Code3","Text1","Text2","Text3","Text4","Text5","Text6","DatumGueltigkeit","ADV16_Int"
"016","000","3832076","145026-81-9","1011","Propoxycarbazon","Propoxycarbazon",,,,,,"20021204",3832076
"016","000","3832077","173159-57-4","1015","Foramsulfuron","Foramsulfuron",,,,,,"20021204",3832077
"016","000","3832078","113614-08-7","1018","Beflubutamid","Beflubutamid",,,,,,"20021204",3832078
"016","000","3832079","400852-66-6","1019","Mesosulfuron","Mesosulfuron",,,,,,"20021204",3832079
"016","000","3832080","106700-29-2","1021","Pethoxamid","Pethoxamid",,,,,,"20021204",3832080
"016","000","3832081","142469-14-5","1024","Tritosulfuron","Tritosulfuron",,,,,,"20021204",3832081
"016","000","3832082","150824-47-8","120738-89-8","Nitenpyram","Nitenpyram",,,,,,"20021204",3832082
"016","000","3832083","83657-22-1",,"Uniconazol","Uniconazol",,,,,,"20041201",3832083
"016","000","3832084","60207-93-4","0645","Etaconazol","Etaconazol",,,,,,"20021204",3832084
"016","000","3832085","1014-70-6","0739","Simetryn","Simetryn",,,,,,"20040701",3832085
"016","000","3832086","178928-70-6","1035","Prothioconazol, Gesamt","Prothioconazol, Gesamt-, aus Prothioconazol-desthio und seinem Glucuronid-","Konjugat, ausgedrückt als Prothioconazol-desthio",,,,,"20091203",3832086
"016","000","3832087","103112-35-2","0766","Fenchlorazol-ethyl","Fenchlorazol-ethyl",,,,,,"20041201",3832087
"016","000","3832088","86598-92-7",,"Imibenconazol","Imibenconazol",,,,,,"20041201",3832088
"016","000","3832089",,,"Flufenacet, Gesamt-","Flufenacet, Gesamt-, einschließlich Abbau- und Reaktionsprodukten, soweit sie","noch die N-Fluorophenyl-N-isopropyl-Anteile enthalten, ausgedrückt als","Flufenacet",,,,"20111125",3832089
"016","000","3832091",,,"Propoxycarbazon, Summe","Propoxycarbazon, Summe aus Propoxycarbazon und 2-Hydroxy-propoxycarbazon,","ausgedrückt als Propoxycarbazon","S=1x3832076+0,961x3832097",,"S",,"20090608",3832091
"016","000","3832092",,,"Cinidon-ethyl, Gesamt-","Cinidon-ethyl, Gesamt-, Summe von Cinidon-ethyl und seinem E-Isomer",,,,,,"20061117",3832092
"016","000","3832094",,,"Cyhalofop-Säure","Cyhalofop-Säure",,,,,,"20061117",3832094
"016","000","3832095",,,"Mesotrion, Summe","Mesotrion, Summe aus Mesotrion und MNBA, berechnet als Mesotrion","S=1x3832074+1,687x3832096",,,"S",,"20061117",3832095
"016","000","3832096",,,"MNBA, Metabolit von Mesothrion","MNBA; 4-Methylsulfonyl-2-Nitrobenzoesäure",,,,,,"20061117",3832096
"016","000","3832097",,,"2-Hydroxy-propoxycarbazon","2-Hydroxy-propoxycarbazon",,,,,,"20061117",3832097
"016","000","3832099",,,"RPA 202248, Metabolit von Isoxaflutol","RPA 202248, Metabolit von Isoxaflutol",,,,,,"20061117",3832099
"016","000","3832100",,,"RPA 203328, Metabolit von Isoxaflutol","RPA 203328, Metabolit von Isoxaflutol",,,,,,"20061117",3832100
"016","000","3832101",,,"Carbendazim, Summe II","Carbendazim, Summe aus Thiophanat-methyl und Carbendazim, berechnet als","Carbendazim","S=1x3820009+0,558x3831002",,"S",,"20061117",3832101
"016","000","3832102","181587-01-9",,"Ethiprol","Ethiprol",,"engl.: Ethiprole","Gruppe: Phenylpyrazole",,,"20071127",3832102
"016","000","3832103",,,"Pethoxamid-Metabolit-42","Pethoxamid-Metabolit-42","N-(2-Ethoxyethyl)-N-(2-methyl-1-phenyl-1-propenyl)-2-sulfoacetamide",,,,,"20081202",3832103
"016","000","3832104","219714-96-2","1044","Penoxsulam","Penoxsulam",,,,,,"20081202",3832104
"016","000","3832105","422556-08-9","1093","Pyroxsulam","Pyroxsulam",,,,,,"20081202",3832105
"016","000","3832106","149508-90-7",,"Simeconazol","Simeconazol",,,,,,"20081202",3832106
"016","000","3832107",,,"Clofentezin, Gesamt","Clofentezin, Gesamt-, einschließlich aller Verbindungen, die den 2-Chlorbenzoyl-","Anteil enthalten, ausgedrückt als Clofentezin",,,,,"20090608",3832107
"016","000","3832108","120983-64-4",,"Prothioconazol-desthio, Gesamt","Prothioconazol-desthio, Gesamt-, Summe der Isomere",,,,,,"20091203",3832108
"016","000","3832109","581809-46-3",,"Bixafen","Bixafen",,,,,,"20100531",3832109
"016","000","3832110",,,"Isoxaflutol, Summe","Isoxaflutol, Summe von Isoxaflutol und RPA 202248,  berechnet als Isoxaflutol",,"S=1x3832061+1x3832099",,"S",,"20110524",3832110
"016","000","3832111",,,"Imazamox, Gesamt","Imazamox, Gesamt-, einschließlich Salze, ausgedrückt als Imazamox",,,,,,"20150701",3832111
"016","000","3832112",,,,"3-(Tetrahydropyran-4-yl)-glutarsäure",,,,,,"20160101",3832112
"016","000","3832113",,,,"3-Hydroxy-(tetrahydropyran-4-yl)-glutarsäure",,,,,,"20160101",3832113
"016","000","3832114",,,"Tepraloxydim, Summe","Tepraloxydim, Summe aus Tepraloxydim und seinen Metaboliten, die entweder zu","3-(Tetrahydropyran-4-yl)-glutarsäure oder 3-Hydroxy(tetrahydropyran-4-yl)-","glutarsäure hydrolysiert werden können, ausgedrückt als Tepraloxydim","S=1x3832069+1,581x3832112+1,472x3832113","S",,"20160101",3832114
"016","000","3832115",,,"AMTT, Metabolit von Tritosulfuron","AMTT; 2-Amino-4-methoxy-6-(trifluormethyl)-1,3,5-triazin, Metabolit von","Tritosulfuron",,,,,"20170101",3832115
"016","000","3833001","314-40-9","0222","Bromacil","Bromacil",,,,,,"19990330",3833001
"016","000","3833002","535-89-7","0164","Crimidin","Crimidin",,,,,,"19990330",3833002
"016","000","3833003","5221-53-4","0287","Dimethirimol","Dimethirimol",,,,,,"19990330",3833003
"016","000","3833004","23947-60-6","0290","Ethirimol","Ethirimol",,,,,,"19990330",3833004
"016","000","3833005","2164-08-1","0237","Lenacil","Lenacil",,,,,,"19990330",3833005
"016","000","3833006","5902-51-2","0417","Terbacil","Terbacil",,,,,,"19990330",3833006
"016","000","3833007","12771-68-5","0462","Ancymidol","Ancymidol",,,,,,"19991206",3833007
"016","000","3833008","38249-44-4",,"EEHP","EEHP",,,,,,"19990330",3833008
"016","000","3833009","83164-33-4","0698","Diflufenican","Diflufenican",,,,,,"19990330",3833009
"016","000","3833010","56425-91-3","0912","Flurprimidol","Flurprimidol",,,,,,"20041201",3833010
"016","000","3833011","23576-24-1",,"Desmethylnorflurazon","Desmethylnorflurazon",,,,,,"19990330",3833011
"016","000","3833012","134605-64-4",,"Butafenacil","Butafenacil",,,,,,"20040701",3833012
"016","000","3833013","208465-21-8",,"Mesosulfuron-methyl","Mesosulfuron-methyl, berechnet als Mesosulfuron",,,,,,"20101126",3833013
"016","000","3835003","504-24-5","0531","4-Aminopyridin","4-Aminopyridin",,,,,,"19990330",3835003
"016","000","3835004","3813-05-6","0474","Benazolin","Benazolin, Gesamt-, einschließlich Ester und Salze berechnet als Benazolin",,,,,,"20041201",3835004
"016","000","3835005","25057-89-0","0335","Bentazon","Bentazon",,,,,,"19990330",3835005
"016","000","3835006","3042-84-0","0323","Brompyrazon","Brompyrazon",,,,,,"19990330",3835006
"016","000","3835008","2439-01-2","0189","Chinomethionat","Chinomethionat",,,,,,"19990330",3835008
"016","000","3835010","533-74-4","0029","Dazomet","Dazomet",,,,,,"19990330",3835010
"016","000","3835011","2764-72-9",,"Diquat","Diquat",,,,,,"19990330",3835011
"016","000","3835012","3347-22-6","0045","Dithianon","Dithianon",,,,,,"19990330",3835012
"016","000","3835013",,,"Diquat, Gesamt","Diquat, Gesamt-, einschließlich Salze berechnet als Diquat",,,,,,"19990330",3835013
"016","000","3835014","91-53-2","0500","Ethoxyquin","Ethoxyquin",,,,,,"19990330",3835014
"016","000","3835015","14255-88-0","0292","Fenazaflor","Fenazaflor",,,,,,"19990330",3835015
"016","000","3835016","3878-19-1","0214","Fuberidazol","Fuberidazol",,,,,,"19990330",3835016
"016","000","3835017","556-22-9","0572","Glyodin","Glyodin",,,,,,"19990330",3835017
"016","000","3835018","123-33-1","0297","Maleinsäurehydrazid","Maleinsäurehydrazid",,,,,,"19990330",3835018
"016","000","3835020","20354-26-1","0366","Methazol","Methazol",,,,,,"19990330",3835020
"016","000","3835021","4636-83-3","0231","Morfamquat","Morfamquat",,,,,,"19990330",3835021
"016","000","3835022","19666-30-9","0390","Oxadiazon","Oxadiazon",,,,,,"19990330",3835022
"016","000","3835024","4685-14-7","0134","Paraquat","Paraquat",,,,,,"19990330",3835024
"016","000","3835026","1968-60-8","0089","Chloridazon Pyrazon","Chloridazon; Pyrazon; 5-Amino-4-chlor-2-phenyl-2,3-dihydro-3-oxo-pyridazin",,,,,,"20041201",3835026
"016","000","3835027","162354-96-3",,"Iso-Chloridazon","Iso-Chloridazon",,,,,,"20150101",3835027
"016","000","3835028","1086-02-8","0311","Pyridinitril","Pyridinitril",,,,,,"19990330",3835028
"016","000","3835032","24602-86-6","0320","Tridemorph","Tridemorph",,,,,,"19990330",3835032
"016","000","3835033","26644-46-2","0338","Triforin","Triforin",,,,,,"19990330",3835033
"016","000","3835034","1929-82-4","0580","Nitrapyrin","Nitrapyrin",,,,,,"19990330",3835034
"016","000","3835035","1420-06-0","0809","Trifenmorph","Trifenmorph",,,,,,"19990330",3835035
"016","000","3835036","136-45-8","0734","Dipropylisocinchomeronat","Dipropylisocinchomeronat",,,,,,"19990330",3835036
"016","000","3835037","31251-03-3","0444","Fluotrimazol","Fluotrimazol",,,,,,"19990330",3835037
"016","000","3835038","43121-43-3","0425","Triadimefon","Triadimefon",,,,,,"19990330",3835038
"016","000","3835039","15302-91-7","0510","Mepiquat","Mepiquat",,,,,,"19990330",3835039
"016","000","3835040","93-75-4","0014","Thiochinox Chinothionat","Thiochinox Chinothionat",,,,,,"19990330",3835040
"016","000","3835041","34462-96-9","0420","Halacrinat","Halacrinat",,,,,,"19990330",3835041
"016","000","3835042","49866-87-7",,"Difenzoquat","Difenzoquat",,,,,,"19990330",3835042
"016","000","3835043","26225-79-6","0383","Ethofumesat","Ethofumesat",,,,,,"19990330",3835043
"016","000","3835044","148-24-3","0196","8-Hydroxychinolin Oxychinolin","8-Hydroxychinolin Oxychinolin Oxin",,,,,,"20001124",3835044
"016","000","3835046","991-42-4","0727","Norbormid","Norbormid",,,,,,"19991206",3835046
"016","000","3835047","27314-13-2","0581","Norflurazon","Norflurazon",,,,,,"19990330",3835047
"016","000","3835048","69309-47-3",,"Piproctanyl","Piproctanyl",,,,,,"19991206",3835048
"016","000","3835049","67564-91-4","0608","Fenpropimorph","Fenpropimorph",,,,,,"19990330",3835049
"016","000","3835050","60374-42-7",,"6-Hydroxy-Bentazon n. Hydr.","6-Hydroxy-Bentazon nach Hydrolyse",,,,,,"19990330",3835050
"016","000","3835051","60374-43-8",,"8-Hydroxy-Bentazon n. Hydr.","8-Hydroxy-Bentazon nach Hydrolyse",,,,,,"19990330",3835051
"016","000","3835052","55219-65-3","0605","Triadimenol","Triadimenol",,,,,,"19990330",3835052
"016","000","3835053","60207-90-1","0624","Propiconazol","Propiconazol",,,,,,"19990330",3835053
"016","000","3835054","66246-88-6","0655","Penconazol","Penconazol",,,,,,"19990330",3835054
"016","000","3835055",,,"Fluazifop, Gesamt","Fluazifop, Gesamt-, einschl. Isomere, Ester und deren Konjugate, insgesamt","berechnet als Fluazifop",,,,,"20041201",3835055
"016","000","3835056","69335-90-6",,"Fluazifop-methyl","Fluazifop-methyl",,,,,,"20090608",3835056
"016","000","3835057","67747-09-5","0631","Prochloraz","Prochloraz",,,,,,"19990330",3835057
"016","000","3835058","2593-15-9","0387","Etridiazol","Etridiazol",,,,,,"19990330",3835058
"016","000","3835059",,,"Prochloraz, Gesamt","Prochloraz, Gesamt-, einschließlich seiner Metaboliten, die den","2,4,6-Trichlorphenol-Anteil enthalten, ausgedrückt als Prochloraz",,,,,"20090608",3835059
"016","000","3835060","131807-57-3","0944","Famoxadone","Famoxadone",,,,,,"20041201",3835060
"016","000","3835061","1702-17-6","0446","Clopyralid","Clopyralid",,,,,,"19990330",3835061
"016","000","3835063","40020-01-7",,"Pyridafol","Pyridafol, 3-Phenyl-4-hydroxy-6-chlorpyridazin  (Pyridat II)","CL 9673",,,,,"20100531",3835063
"016","000","3835064","30125-63-4",,"Terbutylazin, Desethyl-","Terbuthylazin-desethyl",,,,,,"20061117",3835064
"016","000","3835065","37893-02-0","0630","Flubenzimin","Flubenzimin",,,,,,"19990330",3835065
"016","000","3835066","72459-58-6","0676","Triazoxid","Triazoxid",,,,,,"19990330",3835066
"016","000","3835067",,,"Triadimefon u. Triadimenol, S","Triadimefon und Triadimenol, Summe aus Triadimefon und Triadimenol, insgesamt","berechnet als Summe der Komponenten","S=1x3835038+1x3835052",,"S",,"20071127",3835067
"016","000","3835068",,,"Chloridazon, Summe","Chloridazon, Summe, aus Chloridazon und Chloridazondesphenyl,","berechnet als Chloridazon","S=1x3835026+1,546x3835069",,"S",,"20130701",3835068
"016","000","3835069",,,"Chloridazondesphenyl","Chloridazondesphenyl; 5-Amino-4-chlor-2,3-dihydro-3-oxo-pyridazin",,,,,,"20041201",3835069
"016","000","3835070","76578-12-6","0671","Quizalofop","Quizalofop",,,,,,"19990330",3835070
"016","000","3835071","149961-52-4","1028","Dimoxystrobin","Dimoxystrobin",,,,,,"20021204",3835071
"016","000","3835072","79983-71-4","0773","Hexaconazol","Hexaconazol",,,,,,"19990330",3835072
"016","000","3835073","91315-15-0",,"Aldimorph Falimorph","Aldimorph; Falimorph",,,,,,"20041201",3835073
"016","000","3835076","107534-96-3","0784","Tebuconazol","Tebuconazol",,,,,,"19990330",3835076
"016","000","3835079","60207-31-0","0892","Azaconazol","Azaconazol",,,,,,"19990330",3835079
"016","000","3835080","56073-10-0","0683","Brodifacoum","Brodifacoum",,,,,,"19991206",3835080
"016","000","3835082","28772-56-7","0618","Bromadiolon","Bromadiolon",,,,,,"19991206",3835082
"016","000","3835083","69327-76-0","0847","Buprofezin","Buprofezin",,,,,,"19990330",3835083
"016","000","3835084","81777-89-1","0864","Clomazone","Clomazone",,,,,,"20001124",3835084
"016","000","3835085","69581-33-5","0995","Cyprofuram","Cyprofuram",,,,,,"19990330",3835085
"016","000","3835086","61432-55-1",,"Dimepiperate","Dimepiperate",,,,,,"19990330",3835086
"016","000","3835087",,,"Dimethomorph, Gesamt","Dimethomorph, Gesamt-, Summe der Isomere, ausgedrückt als Dimethomorph",,,,,,"20140101",3835087
"016","000","3835088","5707-69-7","7016","Drazoxolon","Drazoxolon",,,,,,"19990330",3835088
"016","000","3835089","120928-09-8","0885","Fenazaquin","Fenazaquin",,,,,,"19990330",3835089
"016","000","3835090","95617-09-7","0690","Fenoxaprop","Fenoxaprop",,,,,,"19990330",3835090
"016","000","3835091","113158-40-0","0796","Fenoxaprop-P","Fenoxaprop-P",,,,,,"19990330",3835091
"016","000","3835092","67306-00-7","0881","Fenpropidin","Fenpropidin",,,,,,"19990330",3835092
"016","000","3835093","111812-58-9","0880","Fenpyroximat","Fenpyroximat",,,,,,"19990330",3835093
"016","000","3835094","90035-08-8","0688","Flocoumafen","Flocoumafen",,,,,,"20071127",3835094
"016","000","3835095","79241-46-6",,"Fluazifop-P-Butyl","Fluazifop-P-Butyl",,,,,,"19990330",3835095
"016","000","3835096","131341-86-1",,"Fludioxonil","Fludioxonil",,,,,,"19990330",3835096
"016","000","3835097","119126-15-7",,"Flupoxam","Flupoxam",,,,,,"19990330",3835097
"016","000","3835098","136426-54-5","0845","Fluquinconazol","Fluquinconazol",,,,,,"19990330",3835098
"016","000","3835100","85509-19-9","0769","Flusilazol","Flusilazol",,,,,,"19990330",3835100
"016","000","3835101","10004-44-1","0607","Hymexazol","Hymexazol",,,,,,"19990330",3835101
"016","000","3835102","81405-85-8",,"Imazamethabenz-methyl","Imazamethabenz-methyl",,,,,,"19990330",3835102
"016","000","3835103","81334-34-1","0675","Imazapyr","Imazapyr",,,,,,"19990330",3835103
"016","000","3835104","81335-37-7",,"Imazaquin","Imazaquin",,,,,,"19990330",3835104
"016","000","3835106","81335-77-5",,"Imazethapyr","Imazethapyr",,,,,,"19990330",3835106
"016","000","3835107","105827-78-9","138261-41-3","Imidacloprid","Imidacloprid",,,,,,"19990330",3835107
"016","000","3835108","133-32-4","0145","Indolylbuttersäure, beta-","beta-Indolylbuttersäure",,,,,,"19990330",3835108
"016","000","3835109","87-51-4","0144","Indolylessigsäure, beta-","beta-Indolylessigsäure",,,,,,"19990330",3835109
"016","000","3835110","73250-68-7","1003","Mefenacet","Mefenacet",,,,,,"19990330",3835110
"016","000","3835111","26530-20-1",,"Octhilinone","Octhilinone",,,,,,"19990330",3835111
"016","000","3835112","71561-11-0",,"Pyrazoxyfen","Pyrazoxyfen",,,,,,"19990330",3835112
"016","000","3835113","96489-71-3","0998","Pyridaben","Pyridaben",,,,,,"19990330",3835113
"016","000","3835114","53112-28-0","0900","Pyrimethanil","Pyrimethanil",,,,,,"19990330",3835114
"016","000","3835115","94051-08-8","0840","Quizalofop-P","Quizalofop-P",,,,,,"19990330",3835115
"016","000","3835116","117718-60-2",,"Thiazopyr","Thiazopyr",,,,,,"19990330",3835116
"016","000","3835117","41814-78-2","1074","Tricyclazol","Tricyclazol",,,,,,"19990330",3835117
"016","000","3835118","99387-89-0","1060","Triflumizol","Triflumizol",,,,,,"19990330",3835118
"016","000","3835119","6478-73-5",,"5,6-Dichlor-2-benzimidazol","5,6-Dichlor-2-benzimidazol",,,,,,"19990330",3835119
"016","000","3835120",,,"5,6-Dichlor-4-hydroxy-2-trif..","5,6-Dichlor-4-hydroxy-2-trifluor-methyl-benzimidazol",,,,,,"19990330",3835120
"016","000","3835122","26244-33-7",,"Ethofumesat-2-keto","Ethofumesat-2-keto;","2-Oxo-2,3-dihydro-3,3-dimethyl-benzofuran-5-yl-methansulfonat",,,,,"20051207",3835122
"016","000","3835124",,,"Fenazaflor nach Hydrolyse","Fenazaflor nach Hydrolyse",,,,,,"20001128",3835124
"016","000","3835126","55512-33-9",,"Pyridat","Pyridat","O-(6-Chlor-3-phenylpyridazin-4-yl)-S-n-octyl-thiokohlensäureester",,,,,"20050804",3835126
"016","000","3835127","1593-77-7","0223","Dodemorph","Dodemorph",,,,,,"20011213",3835127
"016","000","3835128","76578-14-8",,"Quizalofop-ethyl","Quizalofop-ethyl",,,,,,"20021204",3835128
"016","000","3835131","175217-20-6","0986","Silthiopham Silthiofam","Silthiopham Silthiofam",,,,,,"20031030",3835131
"016","000","3835132","117428-22-5","0971","Picoxystrobin","Picoxystrobin",,,,,,"20021204",3835132
"016","000","3835133","161326-34-7","1009","Fenamidon","Fenamidon",,,,,,"20021204",3835133
"016","000","3835134","120116-88-3","1012","Cyazofamid","Cyazofamid",,,,,,"20021204",3835134
"016","000","3835135","156052-68-5","1006","Zoxamid","Zoxamid",,,,,,"20021204",3835135
"016","000","3835136","175013-18-0","1013","Pyraclostrobin","Pyraclostrobin",,,,,,"20021204",3835136
"016","000","3835137","188425-85-6","1023","Boscalid Nicobifen","Boscalid; Nicobifen",,,,,,"20041201",3835137
"016","000","3835138","69806-40-2",,"Haloxyfop-Methylester","Haloxyfop-Methylester",,,,,,"20031030",3835138
"016","000","3835139","87237-48-7",,"Haloxyfop-Ethoxyethylester","Haloxyfop-Ethoxyethylester",,,,,,"20031030",3835139
"016","000","3835140",,,"Iodosulfuron-methyl, Gesamt","Iodosulfuron-methyl, Gesamt-, Iodosulfuron-methyl einschließlich der Salze,","ausgedrückt als Iodosulfuron-methyl",,,,,"20081202",3835140
"016","000","3835141",,,"Bentazon, Gesamt","Bentazon, Gesamt-, aus Bentazon und den 6-OH- und 8-OH-Bentazon-Konjugaten","berechnet als Bentazon",,,,,"20041201",3835141
"016","000","3835142",,,"Fenoxaprop u. -p, Gesamt","Fenoxaprop und Fenoxaprop-P, Gesamt-, einschließlich Ester und Abbau- und","Reaktionsprodukte, die als 3-Acetyl-6-chlor-2,3-dihydrobenzoxazol-","2-on bestimmt werden können, insgesamt berechnet als Fenoxaprop",,,,"20071127",3835142
"016","000","3835144",,,"Imidacloprid, Gesamt-","Imidacloprid, Gesamt-, einschließlich Abbauprodukte, Summe bestimmt als","6-Chlornicotinsäure, berechnet als Imidacloprid",,,,,"20061117",3835144
"016","000","3835145",,,"5-hydroxy-Imidacloprid","5-hydroxy-Imidacloprid (Hauptmetabolit des Imidacloprids)",,,,,,"20050804",3835145
"016","000","3835146",,,"Olefin-Imidacloprid","Olefin-Imidacloprid (Hauptmetabolit des Imidacloprids)",,,,,,"20050804",3835146
"016","000","3835147",,,"Pyridat, Summe","Pyridat, Summe aus Pyridat, seinem Hydrolyseprodukt CL 9673","(6-Chlor-4-hydroxy-3-phenylpyridazin) und der hydrolysierbaren","CL 9673-Konjugate, ausgedrückt als Pyridat","S=1x3835126+1,834x3835063","S",,"20090608",3835147
"016","000","3835148","220899-03-6","1040","Metrafenone","Metrafenone","3-Brom-6-methoxy-2-methylphenyl)(2,3,4-trimethoxy-6-methylphenyl)methanon",,,,,"20051207",3835148
"016","000","3835149","69335-91-7","0629","Fluazifop, freie Säure","Fluazifop, freie Säure",,,,,,"20051207",3835149
"016","000","3835150",,,"Ethofumesat, Summe 1","Ethofumesat, Summe aus Ethofumesat und  2-Oxo-2,3-dihydro-3,3-dimethyl-","benzofuran-5-yl-methansulfonat, insgesamt berechnet als Ethofumesat","S=1x3835043+1,11x3835122",,"S",,"20051207",3835150
"016","000","3835151","66441-23-4",,"Fenoxaprop-Ethyl","Fenoxaprop-Ethyl",,,,,,"20060620",3835151
"016","000","3835152","97886-45-8",,"Dithiopyr","Dithiopyr",,,,,,"20061117",3835152
"016","000","3835153","17254-80-7",,"Chloridazon-methyl-desphenyl","Chloridazon-methyl-desphenyl","Metabolit von Chloridazon",,,,,"20071127",3835153
"016","000","3835154","69806-50-4",,"Fluazifop-butyl","Fluazifop-butyl",,,,,,"20081202",3835154
"016","000","3835155","83066-88-0","0833","Fluazifop-P","Fluazifop-P",,,,,,"20081202",3835155
"016","000","3835156","104098-48-8",,"Imazapic","Imazapic",,,,,,"20081202",3835156
"016","000","3835157",,,"Anthranilsäureisopropylamid","Anthranilsäureisopropylamid",,,,,,"20081202",3835157
"016","000","3835158",,,"Metolachlor und Metolachlor-S, Gesamt","Metolachlor und Metolachlor-S, Gesamt-, Summe der Isomeren, ausgedrückt als","Metolachlor",,,,,"20081202",3835158
"016","000","3835159","213464-77-8","1084","Orthosulfamuron","Orthosulfamuron",,,,,,"20081202",3835159
"016","000","3835160","187166-40-1","1108","Spinetoram","Spinetoram",,,,,,"20081202",3835160
"016","000","3835162",,"1090","Valiphenal","Valiphenal",,,,,,"20081202",3835162
"016","000","3835163",,,"IM-2-1, Metabolit von Acetamiprid","IM-2-1, N-desmethyl-acetamiprid, Metabolit von Acetamiprid",,,,,,"20100531",3835163
"016","000","3835164",,,"Acetamiprid, Summe","Acetamiprid, Summe aus Acetamiprid und IM-2-1-Metabolit, insgesamt berechnet als","Acetamiprid","S=1x3812054 + 1,067x3835163",,"S",,"20081202",3835164
"016","000","3835165",,,"Benthiavalicarb und Benthiavalicarb-isopropyl, Ges","Benthiavalicarb und Benthiavalicarb-isopropyl, Gesamt-, Summe der Isomeren,","ausgedrückt als Benthiavalicarb",,,,,"20081202",3835165
"016","000","3835166",,,"Boscalid, Summe","Boscalid, Summe aus Boscalid und M 510F01 einschließlich seiner","Konjugate, ausgedrückt als Boscalid","S=1x3835137 + 0,955x3808026",,"S",,"20100531",3835166
"016","000","3835167",,,"Clodinafop, Gesamt","Clodinafop, Gesamt-, Clodinafop und seine S-Isomeren, ausgedrückt als Clodinafop",,,,,,"20081202",3835167
"016","000","3835168",,,"CGA 304075","CGA 304075, Metabolit von Cyprodinil",,,,,,"20081202",3835168
"016","000","3835169",,,"Cyprodinil, Summe","Cyprodinil, Summe aus Cyprodinil und seinem Metaboliten CGA 304075, insgesamt","berechnet als Cyprodinil","S= 1x3895037 + 0,934x3835168",,"S",,"20090608",3835169
"016","000","3835170","140-38-5",,"4-Chlorphenylurea","4-Chlorphenylurea, Metabolit von Diflubenzuron",,,,,,"20081202",3835170
"016","000","3835171",,,"Diflubenzuron, Summe","Diflubenzuron, Summe aus Diflubenzuron und 4-Chlorphenylurea, insgesamt","berechnet als Diflubenzuron","S=1x3830023 + 2,211x3835170",,"S",,"20081202",3835171
"016","000","3835172",,,"Dinocap, Gesamt","Dinocap, Gesamt-, Summe der Dinocap-Isomeren und der entsprechenden Phenole,","ausgedrückt als Dinocap",,,,,"20081202",3835172
"016","000","3835173",,,"IN-F7321","IN-F7321, Metabolit von Flusilazol",,,,,,"20081202",3835173
"016","000","3835174",,,"Flusilazol, Summe","Flusilazol, Summe aus Flusilazol und seinem Metaboliten IN-F7321, insgesamt","berechnet als Flusilazol","S= 1x3835100 + 1,346x3835173",,"S",,"20081202",3835174
"016","000","3835175",,,"Maleinsäurehydrazid, Gesamt","Maleinsäurehydrazid, Gesamt-, Maleinsäurehydrazid und seine Konjugate,","ausgedrückt als Maleinsäurehydrazid",,,,,"20081202",3835175
"016","000","3835176",,,"Pirimicarb, Summe","Pirimicarb, Summe aus Pirimicarb und Desmethyl-pirimicarb, insgesamt berechnet","als Pirimicarb","S= 1x3820021 + 1,062x3820042",,"S",,"20081202",3835176
"016","000","3835178",,,"Tolylfluanid, Summe","Tolylfluanid, Summe aus Tolylfluanid und Dimethylaminosulfotoluidid, insgesamt","berechnet als Tolylfluanid","S= 1x3808007 + 1,62x3808009",,"S",,"20091203",3835178
"016","000","3835179","6515-38-4",,"3,5,6-Trichlor-2-pyridinol","3,5,6-Trichlor-2-pyridinol, Metabolit von Triclopyr",,,,,,"20150101",3835179
"016","000","3835181",,,"Spiroxamincarbonsäure","Spiroxamincarbonsäure, ausgedrückt als Spiroxamin",,,,,,"20081202",3835181
"016","000","3835182",,,"Fenpropimorphcarbonsäure","Fenpropimorph-Carbonsäure (BF 421-2), ausgedrückt als Fenpropimorph",,,,,,"20090608",3835182
"016","000","3835183","500008-45-7","1095","Chlorantraniliprol","Chlorantraniliprol",,,,,,"20110524",3835183
"016","000","3835184","162320-67-4",,"Flufenzin","Flufenzin",,,,,,"20081202",3835184
"016","000","3835185","77501-60-1","0832","Fluoroglycofen","Fluoroglycofen",,,,,,"20081202",3835185
"016","000","3835186","125225-28-7","1105","Ipconazol","Ipconazol",,,,,,"20081202",3835186
"016","000","3835187",,,"2,4-DNOP","2,4-DNOP","2,4-dinitro-6-octylphenol",,,,,"20081202",3835187
"016","000","3835188",,,"2,4-DNOPC","2,4-DNOPC","2,4-dinitro-6-octylphenol crotonat",,,,,"20081202",3835188
"016","000","3835189",,,"Meptyldinocap, Summe","Meptyldinocap, Summe von 2,4-DNOPC und 2,4-DNOP,","ausgedrückt als Meptyldinocap","S=1x3835188 + 1,229x3835187",,"S",,"20081202",3835189
"016","000","3835190",,,"4'-Hydroxychlorpropham-O-sulfon-säure","4'-Hydroxychlorpropham-O-sulfon-säure, Metabolit","4-HSA",,,,,"20081202",3835190
"016","000","3835191",,,"Chlorpropham, Summe","Chlorpropham, Summe aus Chlorpropham und 4'-Hydroxychlorpropham-O-sulfonsäure,","ausgedrückt als Chlorpropham","S=1x3820013 + 0,798x3835190",,"S",,"20081202",3835191
"016","000","3835192",,,"Cycloxydim, Gesamt","Cycloxydim, Gesamt-, einschließlich seiner Abbau- und Reaktionsprodukte, die als","3-(3-Thianyl)glutaminsäure S-dioxid und/oder 3-Hydroxy-3-(3-thianyl)glutamin-","säure S-dioxid oder deren Methylester bestimmt werden können, insgesamt","ausgedrückt als Cycloxydim",,,"20081202",3835192
