"Kodiersystem","BW_Matrix_Oberbegriff_Text","Kode","Text1","BW_Matrix_Code_Links","BW_Matrix_Text1","BW_Matrix_Text_voll","Katalog","ADV3_Int"
"01","LFGB-Probe","AHT_1","Fledermaus","AHT","andere heimische Tiere","Fledermaus; andere heimische Tiere","BW03","AHT_1"
"01","LFGB-Probe","AHT_2","Igel","AHT","andere heimische Tiere","Igel; andere heimische Tiere","BW03","AHT_2"
"01","LFGB-Probe","AHT_3","Maulwurf","AHT","andere heimische Tiere","Maulwurf; andere heimische Tiere","BW03","AHT_3"
"01","LFGB-Probe","AHT_4","Maus","AHT","andere heimische Tiere","Maus; andere heimische Tiere","BW03","AHT_4"
"01","LFGB-Probe","AHT_5","Ratte","AHT","andere heimische Tiere","Ratte; andere heimische Tiere","BW03","AHT_5"
"01","LFGB-Probe","AHT_6","Siebenschläfer","AHT","andere heimische Tiere","Siebenschläfer; andere heimische Tiere","BW03","AHT_6"
"01","LFGB-Probe","ALF000","verschiedene","ALF","Alleinfuttermittel","verschiedene; Alleinfuttermittel","BW03","ALF000"
"01","LFGB-Probe","ALF001","Kälber","ALF","Alleinfuttermittel","Kälber; Alleinfuttermittel","BW03","ALF001"
"01","LFGB-Probe","ALF003","Mastrinder","ALF","Alleinfuttermittel","Mastrinder; Alleinfuttermittel","BW03","ALF003"
"01","LFGB-Probe","ALF004","Milchkühe","ALF","Alleinfuttermittel","Milchkühe; Alleinfuttermittel","BW03","ALF004"
"01","LFGB-Probe","ALF009","Rinder","ALF","Alleinfuttermittel","Rinder; Alleinfuttermittel","BW03","ALF009"
"01","LFGB-Probe","ALF010","Mastschwein","ALF","Alleinfuttermittel","Mastschwein; Alleinfuttermittel","BW03","ALF010"
"01","LFGB-Probe","ALF011","Ferkel","ALF","Alleinfuttermittel","Ferkel; Alleinfuttermittel","BW03","ALF011"
"01","LFGB-Probe","ALF012","Zuchtsauen","ALF","Alleinfuttermittel","Zuchtsauen; Alleinfuttermittel","BW03","ALF012"
"01","LFGB-Probe","ALF013","Sauen (tragend)","ALF","Alleinfuttermittel","Sauen (tragend); Alleinfuttermittel","BW03","ALF013"
"01","LFGB-Probe","ALF014","Sauen (säugend)","ALF","Alleinfuttermittel","Sauen (säugend); Alleinfuttermittel","BW03","ALF014"
"01","LFGB-Probe","ALF019","Schweine","ALF","Alleinfuttermittel","Schweine; Alleinfuttermittel","BW03","ALF019"
"01","LFGB-Probe","ALF020","Lämmer","ALF","Alleinfuttermittel","Lämmer; Alleinfuttermittel","BW03","ALF020"
"01","LFGB-Probe","ALF029","Schafe","ALF","Alleinfuttermittel","Schafe; Alleinfuttermittel","BW03","ALF029"
"01","LFGB-Probe","ALF039","Pferde","ALF","Alleinfuttermittel","Pferde; Alleinfuttermittel","BW03","ALF039"
"01","LFGB-Probe","ALF100","Legehennen","ALF","Alleinfuttermittel","Legehennen; Alleinfuttermittel","BW03","ALF100"
"01","LFGB-Probe","ALF101","Hähnchen","ALF","Alleinfuttermittel","Hähnchen; Alleinfuttermittel","BW03","ALF101"
"01","LFGB-Probe","ALF102","Truthühner","ALF","Alleinfuttermittel","Truthühner; Alleinfuttermittel","BW03","ALF102"
"01","LFGB-Probe","ALF103","Mastenten","ALF","Alleinfuttermittel","Mastenten; Alleinfuttermittel","BW03","ALF103"
"01","LFGB-Probe","ALF107","Tauben","ALF","Alleinfuttermittel","Tauben; Alleinfuttermittel","BW03","ALF107"
"01","LFGB-Probe","ALF111","Hühnerküken","ALF","Alleinfuttermittel","Hühnerküken; Alleinfuttermittel","BW03","ALF111"
"01","LFGB-Probe","ALF112","Truthuhnküken","ALF","Alleinfuttermittel","Truthuhnküken; Alleinfuttermittel","BW03","ALF112"
"01","LFGB-Probe","ALF113","Entenküken","ALF","Alleinfuttermittel","Entenküken; Alleinfuttermittel","BW03","ALF113"
"01","LFGB-Probe","ALF199","Geflügel","ALF","Alleinfuttermittel","Geflügel; Alleinfuttermittel","BW03","ALF199"
"01","LFGB-Probe","ALF200","Forelle","ALF","Alleinfuttermittel","Forelle; Alleinfuttermittel","BW03","ALF200"
"01","LFGB-Probe","ALF299","Fische","ALF","Alleinfuttermittel","Fische; Alleinfuttermittel","BW03","ALF299"
"01","LFGB-Probe","ALF500","Wildtiere","ALF","Alleinfuttermittel","Wildtiere; Alleinfuttermittel","BW03","ALF500"
"01","LFGB-Probe","ALF700","Kaninchen","ALF","Alleinfuttermittel","Kaninchen; Alleinfuttermittel","BW03","ALF700"
"01","LFGB-Probe","ALF901","Heimtiere","ALF","Alleinfuttermittel","Heimtiere; Alleinfuttermittel","BW03","ALF901"
"01","LFGB-Probe","ALF902","Nutztiere","ALF","Alleinfuttermittel","Nutztiere; Alleinfuttermittel","BW03","ALF902"
"01","LFGB-Probe","ALF903","Nagetiere","ALF","Alleinfuttermittel","Nagetiere; Alleinfuttermittel","BW03","ALF903"
"01","LFGB-Probe","ALF999","keine Angabe","ALF","Alleinfuttermittel","keine Angabe; Alleinfuttermittel","BW03","ALF999"
"01","LFGB-Probe","EGF000","verschiedene","EGF","Ergänzungsfuttermittel","verschiedene; Ergänzungsfuttermittel","BW03","EGF000"
"01","LFGB-Probe","EGF001","Kälber","EGF","Ergänzungsfuttermittel","Kälber; Ergänzungsfuttermittel","BW03","EGF001"
"01","LFGB-Probe","EGF003","Mastrinder","EGF","Ergänzungsfuttermittel","Mastrinder; Ergänzungsfuttermittel","BW03","EGF003"
"01","LFGB-Probe","EGF004","Milchkühe","EGF","Ergänzungsfuttermittel","Milchkühe; Ergänzungsfuttermittel","BW03","EGF004"
"01","LFGB-Probe","EGF009","Rinder","EGF","Ergänzungsfuttermittel","Rinder; Ergänzungsfuttermittel","BW03","EGF009"
"01","LFGB-Probe","EGF010","Mastschwein","EGF","Ergänzungsfuttermittel","Mastschwein; Ergänzungsfuttermittel","BW03","EGF010"
"01","LFGB-Probe","EGF011","Ferkel","EGF","Ergänzungsfuttermittel","Ferkel; Ergänzungsfuttermittel","BW03","EGF011"
"01","LFGB-Probe","EGF012","Zuchtsauen","EGF","Ergänzungsfuttermittel","Zuchtsauen; Ergänzungsfuttermittel","BW03","EGF012"
"01","LFGB-Probe","EGF013","Sauen (tragend)","EGF","Ergänzungsfuttermittel","Sauen (tragend); Ergänzungsfuttermittel","BW03","EGF013"
"01","LFGB-Probe","EGF014","Sauen (säugend)","EGF","Ergänzungsfuttermittel","Sauen (säugend); Ergänzungsfuttermittel","BW03","EGF014"
"01","LFGB-Probe","EGF019","Schweine","EGF","Ergänzungsfuttermittel","Schweine; Ergänzungsfuttermittel","BW03","EGF019"
"01","LFGB-Probe","EGF020","Lämmer","EGF","Ergänzungsfuttermittel","Lämmer; Ergänzungsfuttermittel","BW03","EGF020"
"01","LFGB-Probe","EGF029","Schafe","EGF","Ergänzungsfuttermittel","Schafe; Ergänzungsfuttermittel","BW03","EGF029"
"01","LFGB-Probe","EGF039","Pferde","EGF","Ergänzungsfuttermittel","Pferde; Ergänzungsfuttermittel","BW03","EGF039"
"01","LFGB-Probe","EGF100","Legehennen","EGF","Ergänzungsfuttermittel","Legehennen; Ergänzungsfuttermittel","BW03","EGF100"
"01","LFGB-Probe","EGF101","Hähnchen","EGF","Ergänzungsfuttermittel","Hähnchen; Ergänzungsfuttermittel","BW03","EGF101"
"01","LFGB-Probe","EGF102","Truthühner","EGF","Ergänzungsfuttermittel","Truthühner; Ergänzungsfuttermittel","BW03","EGF102"
"01","LFGB-Probe","EGF103","Mastenten","EGF","Ergänzungsfuttermittel","Mastenten; Ergänzungsfuttermittel","BW03","EGF103"
"01","LFGB-Probe","EGF107","Tauben","EGF","Ergänzungsfuttermittel","Tauben; Ergänzungsfuttermittel","BW03","EGF107"
"01","LFGB-Probe","EGF111","Hühnerküken","EGF","Ergänzungsfuttermittel","Hühnerküken; Ergänzungsfuttermittel","BW03","EGF111"
"01","LFGB-Probe","EGF112","Truthuhnküken","EGF","Ergänzungsfuttermittel","Truthuhnküken; Ergänzungsfuttermittel","BW03","EGF112"
"01","LFGB-Probe","EGF113","Entenküken","EGF","Ergänzungsfuttermittel","Entenküken; Ergänzungsfuttermittel","BW03","EGF113"
"01","LFGB-Probe","EGF199","Geflügel","EGF","Ergänzungsfuttermittel","Geflügel; Ergänzungsfuttermittel","BW03","EGF199"
"01","LFGB-Probe","EGF200","Forelle","EGF","Ergänzungsfuttermittel","Forelle; Ergänzungsfuttermittel","BW03","EGF200"
"01","LFGB-Probe","EGF299","Fische","EGF","Ergänzungsfuttermittel","Fische; Ergänzungsfuttermittel","BW03","EGF299"
"01","LFGB-Probe","EGF500","Wildtiere","EGF","Ergänzungsfuttermittel","Wildtiere; Ergänzungsfuttermittel","BW03","EGF500"
"01","LFGB-Probe","EGF700","Kaninchen","EGF","Ergänzungsfuttermittel","Kaninchen; Ergänzungsfuttermittel","BW03","EGF700"
"01","LFGB-Probe","EGF901","Heimtiere","EGF","Ergänzungsfuttermittel","Heimtiere; Ergänzungsfuttermittel","BW03","EGF901"
"01","LFGB-Probe","EGF902","Nutztiere","EGF","Ergänzungsfuttermittel","Nutztiere; Ergänzungsfuttermittel","BW03","EGF902"
"01","LFGB-Probe","EGF903","Nagetiere","EGF","Ergänzungsfuttermittel","Nagetiere; Ergänzungsfuttermittel","BW03","EGF903"
"01","LFGB-Probe","EGF999","keine Angabe","EGF","Ergänzungsfuttermittel","keine Angabe; Ergänzungsfuttermittel","BW03","EGF999"
"01","LFGB-Probe","EIF000","verschiedene","EIF","Einzelfuttermittel","verschiedene; Einzelfuttermittel","BW03","EIF000"
"01","LFGB-Probe","EIF001","Kälber","EIF","Einzelfuttermittel","Kälber; Einzelfuttermittel","BW03","EIF001"
"01","LFGB-Probe","EIF003","Mastrinder","EIF","Einzelfuttermittel","Mastrinder; Einzelfuttermittel","BW03","EIF003"
"01","LFGB-Probe","EIF004","Milchkühe","EIF","Einzelfuttermittel","Milchkühe; Einzelfuttermittel","BW03","EIF004"
"01","LFGB-Probe","EIF009","Rinder","EIF","Einzelfuttermittel","Rinder; Einzelfuttermittel","BW03","EIF009"
"01","LFGB-Probe","EIF010","Mastschwein","EIF","Einzelfuttermittel","Mastschwein; Einzelfuttermittel","BW03","EIF010"
"01","LFGB-Probe","EIF011","Ferkel","EIF","Einzelfuttermittel","Ferkel; Einzelfuttermittel","BW03","EIF011"
"01","LFGB-Probe","EIF012","Zuchtsauen","EIF","Einzelfuttermittel","Zuchtsauen; Einzelfuttermittel","BW03","EIF012"
"01","LFGB-Probe","EIF013","Sauen (tragend)","EIF","Einzelfuttermittel","Sauen (tragend); Einzelfuttermittel","BW03","EIF013"
"01","LFGB-Probe","EIF014","Sauen (säugend)","EIF","Einzelfuttermittel","Sauen (säugend); Einzelfuttermittel","BW03","EIF014"
"01","LFGB-Probe","EIF019","Schweine","EIF","Einzelfuttermittel","Schweine; Einzelfuttermittel","BW03","EIF019"
"01","LFGB-Probe","EIF020","Lämmer","EIF","Einzelfuttermittel","Lämmer; Einzelfuttermittel","BW03","EIF020"
"01","LFGB-Probe","EIF029","Schafe","EIF","Einzelfuttermittel","Schafe; Einzelfuttermittel","BW03","EIF029"
"01","LFGB-Probe","EIF039","Pferde","EIF","Einzelfuttermittel","Pferde; Einzelfuttermittel","BW03","EIF039"
"01","LFGB-Probe","EIF100","Legehennen","EIF","Einzelfuttermittel","Legehennen; Einzelfuttermittel","BW03","EIF100"
"01","LFGB-Probe","EIF101","Hähnchen","EIF","Einzelfuttermittel","Hähnchen; Einzelfuttermittel","BW03","EIF101"
"01","LFGB-Probe","EIF102","Truthühner","EIF","Einzelfuttermittel","Truthühner; Einzelfuttermittel","BW03","EIF102"
"01","LFGB-Probe","EIF103","Mastenten","EIF","Einzelfuttermittel","Mastenten; Einzelfuttermittel","BW03","EIF103"
"01","LFGB-Probe","EIF107","Tauben","EIF","Einzelfuttermittel","Tauben; Einzelfuttermittel","BW03","EIF107"
"01","LFGB-Probe","EIF111","Hühnerküken","EIF","Einzelfuttermittel","Hühnerküken; Einzelfuttermittel","BW03","EIF111"
"01","LFGB-Probe","EIF112","Truthuhnküken","EIF","Einzelfuttermittel","Truthuhnküken; Einzelfuttermittel","BW03","EIF112"
"01","LFGB-Probe","EIF113","Entenküken","EIF","Einzelfuttermittel","Entenküken; Einzelfuttermittel","BW03","EIF113"
"01","LFGB-Probe","EIF199","Geflügel","EIF","Einzelfuttermittel","Geflügel; Einzelfuttermittel","BW03","EIF199"
"01","LFGB-Probe","EIF200","Forelle","EIF","Einzelfuttermittel","Forelle; Einzelfuttermittel","BW03","EIF200"
"01","LFGB-Probe","EIF299","Fische","EIF","Einzelfuttermittel","Fische; Einzelfuttermittel","BW03","EIF299"
"01","LFGB-Probe","EIF500","Wildtiere","EIF","Einzelfuttermittel","Wildtiere; Einzelfuttermittel","BW03","EIF500"
"01","LFGB-Probe","EIF700","Kaninchen","EIF","Einzelfuttermittel","Kaninchen; Einzelfuttermittel","BW03","EIF700"
"01","LFGB-Probe","EIF901","Heimtiere","EIF","Einzelfuttermittel","Heimtiere; Einzelfuttermittel","BW03","EIF901"
"01","LFGB-Probe","EIF902","Nutztiere","EIF","Einzelfuttermittel","Nutztiere; Einzelfuttermittel","BW03","EIF902"
"01","LFGB-Probe","EIF903","Nagetiere","EIF","Einzelfuttermittel","Nagetiere; Einzelfuttermittel","BW03","EIF903"
"01","LFGB-Probe","EIF999","keine Angabe","EIF","Einzelfuttermittel","keine Angabe; Einzelfuttermittel","BW03","EIF999"
"01","LFGB-Probe","GF_1","Huhn","GF","Geflügel/Wirts.","Huhn; Geflügel/Wirts.","BW03","GF_1"
"01","LFGB-Probe","GF_10","Legehennen-Elterntiere","GF","Geflügel/Wirts.","Legehennen-Elterntiere; Geflügel/Wirts.","BW03","GF_10"
"01","LFGB-Probe","GF_11","Junghennen","GF","Geflügel/Wirts.","Junghennen; Geflügel/Wirts.","BW03","GF_11"
"01","LFGB-Probe","GF_12","Elterntiere von Junghennen","GF","Geflügel/Wirts.","Elterntiere von Junghennen; Geflügel/Wirts.","BW03","GF_12"
"01","LFGB-Probe","GF_13","Elterntiere von Mastgeflügel","GF","Geflügel/Wirts.","Elterntiere von Mastgeflügel; Geflügel/Wirts.","BW03","GF_13"
"01","LFGB-Probe","GF_2","Legehenne","GF","Geflügel/Wirts.","Legehenne; Geflügel/Wirts.","BW03","GF_2"
"01","LFGB-Probe","GF_3","Ente","GF","Geflügel/Wirts.","Ente; Geflügel/Wirts.","BW03","GF_3"
"01","LFGB-Probe","GF_4","Gans","GF","Geflügel/Wirts.","Gans; Geflügel/Wirts.","BW03","GF_4"
"01","LFGB-Probe","GF_5","Broiler","GF","Geflügel/Wirts.","Broiler; Geflügel/Wirts.","BW03","GF_5"
"01","LFGB-Probe","GF_6","Pute","GF","Geflügel/Wirts.","Pute; Geflügel/Wirts.","BW03","GF_6"
"01","LFGB-Probe","GF_7","Strauß","GF","Geflügel/Wirts.","Strauß; Geflügel/Wirts.","BW03","GF_7"
"01","LFGB-Probe","GF_8","Taube","GF","Geflügel/Wirts.","Taube; Geflügel/Wirts.","BW03","GF_8"
"01","LFGB-Probe","GF_9","sonstiges Geflügel (nur Hausgeflügel)","GF","Geflügel/Wirts.","sonstiges Geflügel (nur Hausgeflügel); Geflügel/Wirts.","BW03","GF_9"
"01","LFGB-Probe","HA_1","Feldhase","HA","Hase (Haarwild)","Feldhase; Hase (Haarwild)","BW03","HA_1"
"01","LFGB-Probe","HA_2","Schneehase","HA","Hase (Haarwild)","Schneehase; Hase (Haarwild)","BW03","HA_2"
"01","LFGB-Probe","HA_3","Wildkaninchen","HA","Hase (Haarwild)","Wildkaninchen; Hase (Haarwild)","BW03","HA_3"
"01","LFGB-Probe","HT_1","Hamster","HT","Heimtier","Hamster; Heimtier","BW03","HT_1"
"01","LFGB-Probe","HT_2","Meerschweinchen","HT","Heimtier","Meerschweinchen; Heimtier","BW03","HT_2"
"01","LFGB-Probe","HT_3","Frettchen","HT","Heimtier","Frettchen; Heimtier","BW03","HT_3"
"01","LFGB-Probe","HT_4","Maus","HT","Heimtier","Maus; Heimtier","BW03","HT_4"
"01","LFGB-Probe","HT_5","Ratte","HT","Heimtier","Ratte; Heimtier","BW03","HT_5"
"01","LFGB-Probe","HT_6","Chinchilla","HT","Heimtier","Chinchilla; Heimtier","BW03","HT_6"
"01","LFGB-Probe","HV_1","Wachtel","HV","Hühnervögel","Wachtel; Hühnervögel","BW03","HV_1"
"01","LFGB-Probe","HV_2","Fasan","HV","Hühnervögel","Fasan; Hühnervögel","BW03","HV_2"
"01","LFGB-Probe","HV_3","Rebhuhn","HV","Hühnervögel","Rebhuhn; Hühnervögel","BW03","HV_3"
"01","LFGB-Probe","KA_1","Kaninchen (Mast)","KA","Kaninchen","Kaninchen (Mast); Kaninchen","BW03","KA_1"
"01","LFGB-Probe","KA_2","Kaninchen (Heimtier)","KA","Kaninchen","Kaninchen (Heimtier); Kaninchen","BW03","KA_2"
"01","LFGB-Probe","KD_1","Dachs","KD","Kaniden (Haarwild)","Dachs; Kaniden (Haarwild)","BW03","KD_1"
"01","LFGB-Probe","KD_10","Fischotter","KD","Kaniden (Haarwild)","Fischotter; Kaniden (Haarwild)","BW03","KD_10"
"01","LFGB-Probe","KD_11","Mauswiesel","KD","Kaniden (Haarwild)","Mauswiesel; Kaniden (Haarwild)","BW03","KD_11"
"01","LFGB-Probe","KD_2","Fuchs","KD","Kaniden (Haarwild)","Fuchs; Kaniden (Haarwild)","BW03","KD_2"
"01","LFGB-Probe","KD_3","Baum-/Steinmarder","KD","Kaniden (Haarwild)","Baum-/Steinmarder; Kaniden (Haarwild)","BW03","KD_3"
"01","LFGB-Probe","KD_4","Marderhund","KD","Kaniden (Haarwild)","Marderhund; Kaniden (Haarwild)","BW03","KD_4"
"01","LFGB-Probe","KD_5","Mink","KD","Kaniden (Haarwild)","Mink; Kaniden (Haarwild)","BW03","KD_5"
"01","LFGB-Probe","KD_6","Waschbär","KD","Kaniden (Haarwild)","Waschbär; Kaniden (Haarwild)","BW03","KD_6"
"01","LFGB-Probe","KD_7","Nerz","KD","Kaniden (Haarwild)","Nerz; Kaniden (Haarwild)","BW03","KD_7"
"01","LFGB-Probe","KD_8","Iltis","KD","Kaniden (Haarwild)","Iltis; Kaniden (Haarwild)","BW03","KD_8"
"01","LFGB-Probe","KD_9","Hermelin","KD","Kaniden (Haarwild)","Hermelin; Kaniden (Haarwild)","BW03","KD_9"
"01","LFGB-Probe","KM_1","Dromedar","KM","Kameliden","Dromedar; Kameliden","BW03","KM_1"
"01","LFGB-Probe","KM_2","Lama","KM","Kameliden","Lama; Kameliden","BW03","KM_2"
"01","LFGB-Probe","KM_3","Trampeltier","KM","Kameliden","Trampeltier; Kameliden","BW03","KM_3"
"01","LFGB-Probe","KM_4","Guanako","KM","Kameliden","Guanako; Kameliden","BW03","KM_4"
"01","LFGB-Probe","KM_5","Vikunja","KM","Kameliden","Vikunja; Kameliden","BW03","KM_5"
"01","LFGB-Probe","KM_6","Alpaka","KM","Kameliden","Alpaka; Kameliden","BW03","KM_6"
"01","LFGB-Probe","KT_1","Hauskatze","KT","Katze","Hauskatze; Katze","BW03","KT_1"
"01","LFGB-Probe","KT_2","Wildkatze","KT","Katze","Wildkatze; Katze","BW03","KT_2"
"01","LFGB-Probe","MIA000","verschiedene","MIA","Milchaustauscher","verschiedene; Milchaustauscher","BW03","MIA000"
"01","LFGB-Probe","MIA001","Kälber","MIA","Milchaustauscher","Kälber; Milchaustauscher","BW03","MIA001"
"01","LFGB-Probe","MIA011","Ferkel","MIA","Milchaustauscher","Ferkel; Milchaustauscher","BW03","MIA011"
"01","LFGB-Probe","MIA020","Lämmer","MIA","Milchaustauscher","Lämmer; Milchaustauscher","BW03","MIA020"
"01","LFGB-Probe","MIA901","Heimtiere","MIA","Milchaustauscher","Heimtiere; Milchaustauscher","BW03","MIA901"
"01","LFGB-Probe","MIA902","Nutztiere","MIA","Milchaustauscher","Nutztiere; Milchaustauscher","BW03","MIA902"
"01","LFGB-Probe","MIA999","keine Angabe","MIA","Milchaustauscher","keine Angabe; Milchaustauscher","BW03","MIA999"
"01","LFGB-Probe","MLF000","verschiedene","MLF","? Futtermittel","verschiedene; ? Futtermittel","BW03","MLF000"
"01","LFGB-Probe","MLF009","Rinder","MLF","? Futtermittel","Rinder; ? Futtermittel","BW03","MLF009"
"01","LFGB-Probe","MLF019","Schweine","MLF","? Futtermittel","Schweine; ? Futtermittel","BW03","MLF019"
"01","LFGB-Probe","MLF029","Schafe","MLF","? Futtermittel","Schafe; ? Futtermittel","BW03","MLF029"
"01","LFGB-Probe","MLF039","Pferde","MLF","? Futtermittel","Pferde; ? Futtermittel","BW03","MLF039"
"01","LFGB-Probe","MLF199","Geflügel","MLF","? Futtermittel","Geflügel; ? Futtermittel","BW03","MLF199"
"01","LFGB-Probe","MLF902","Nutztiere","MLF","? Futtermittel","Nutztiere; ? Futtermittel","BW03","MLF902"
"01","LFGB-Probe","MLF999","keine Angabe","MLF","? Futtermittel","keine Angabe; ? Futtermittel","BW03","MLF999"
"01","LFGB-Probe","MNF000","verschiedene","MNF","Mineralfuttermittel","verschiedene; Mineralfuttermittel","BW03","MNF000"
"01","LFGB-Probe","MNF001","Kälber","MNF","Mineralfuttermittel","Kälber; Mineralfuttermittel","BW03","MNF001"
"01","LFGB-Probe","MNF009","Rinder","MNF","Mineralfuttermittel","Rinder; Mineralfuttermittel","BW03","MNF009"
"01","LFGB-Probe","MNF011","Ferkel","MNF","Mineralfuttermittel","Ferkel; Mineralfuttermittel","BW03","MNF011"
"01","LFGB-Probe","MNF019","Schweine","MNF","Mineralfuttermittel","Schweine; Mineralfuttermittel","BW03","MNF019"
"01","LFGB-Probe","MNF020","Lämmer","MNF","Mineralfuttermittel","Lämmer; Mineralfuttermittel","BW03","MNF020"
"01","LFGB-Probe","MNF029","Schafe","MNF","Mineralfuttermittel","Schafe; Mineralfuttermittel","BW03","MNF029"
"01","LFGB-Probe","MNF199","Geflügel","MNF","Mineralfuttermittel","Geflügel; Mineralfuttermittel","BW03","MNF199"
"01","LFGB-Probe","MNF299","Fische","MNF","Mineralfuttermittel","Fische; Mineralfuttermittel","BW03","MNF299"
"01","LFGB-Probe","MNF500","Wildtiere","MNF","Mineralfuttermittel","Wildtiere; Mineralfuttermittel","BW03","MNF500"
"01","LFGB-Probe","MNF902","Nutztiere","MNF","Mineralfuttermittel","Nutztiere; Mineralfuttermittel","BW03","MNF902"
"01","LFGB-Probe","MNF999","keine Angabe","MNF","Mineralfuttermittel","keine Angabe; Mineralfuttermittel","BW03","MNF999"
"01","LFGB-Probe","MSF000","verschiedene","MSF","Mischfuttermittel","verschiedene; Mischfuttermittel","BW03","MSF000"
"01","LFGB-Probe","MSF001","Kälber","MSF","Mischfuttermittel","Kälber; Mischfuttermittel","BW03","MSF001"
"01","LFGB-Probe","MSF003","Mastrinder","MSF","Mischfuttermittel","Mastrinder; Mischfuttermittel","BW03","MSF003"
"01","LFGB-Probe","MSF004","Milchkühe","MSF","Mischfuttermittel","Milchkühe; Mischfuttermittel","BW03","MSF004"
"01","LFGB-Probe","MSF009","Rinder","MSF","Mischfuttermittel","Rinder; Mischfuttermittel","BW03","MSF009"
"01","LFGB-Probe","MSF010","Mastschwein","MSF","Mischfuttermittel","Mastschwein; Mischfuttermittel","BW03","MSF010"
"01","LFGB-Probe","MSF011","Ferkel","MSF","Mischfuttermittel","Ferkel; Mischfuttermittel","BW03","MSF011"
"01","LFGB-Probe","MSF012","Zuchtsauen","MSF","Mischfuttermittel","Zuchtsauen; Mischfuttermittel","BW03","MSF012"
"01","LFGB-Probe","MSF013","Sauen (tragend)","MSF","Mischfuttermittel","Sauen (tragend); Mischfuttermittel","BW03","MSF013"
"01","LFGB-Probe","MSF014","Sauen (säugend)","MSF","Mischfuttermittel","Sauen (säugend); Mischfuttermittel","BW03","MSF014"
"01","LFGB-Probe","MSF019","Schweine","MSF","Mischfuttermittel","Schweine; Mischfuttermittel","BW03","MSF019"
"01","LFGB-Probe","MSF020","Lämmer","MSF","Mischfuttermittel","Lämmer; Mischfuttermittel","BW03","MSF020"
"01","LFGB-Probe","MSF029","Schafe","MSF","Mischfuttermittel","Schafe; Mischfuttermittel","BW03","MSF029"
"01","LFGB-Probe","MSF039","Pferde","MSF","Mischfuttermittel","Pferde; Mischfuttermittel","BW03","MSF039"
"01","LFGB-Probe","MSF100","Legehennen","MSF","Mischfuttermittel","Legehennen; Mischfuttermittel","BW03","MSF100"
"01","LFGB-Probe","MSF101","Hähnchen","MSF","Mischfuttermittel","Hähnchen; Mischfuttermittel","BW03","MSF101"
"01","LFGB-Probe","MSF102","Truthühner","MSF","Mischfuttermittel","Truthühner; Mischfuttermittel","BW03","MSF102"
"01","LFGB-Probe","MSF103","Mastenten","MSF","Mischfuttermittel","Mastenten; Mischfuttermittel","BW03","MSF103"
"01","LFGB-Probe","MSF107","Tauben","MSF","Mischfuttermittel","Tauben; Mischfuttermittel","BW03","MSF107"
"01","LFGB-Probe","MSF111","Hühnerküken","MSF","Mischfuttermittel","Hühnerküken; Mischfuttermittel","BW03","MSF111"
"01","LFGB-Probe","MSF112","Truthuhnküken","MSF","Mischfuttermittel","Truthuhnküken; Mischfuttermittel","BW03","MSF112"
"01","LFGB-Probe","MSF113","Entenküken","MSF","Mischfuttermittel","Entenküken; Mischfuttermittel","BW03","MSF113"
"01","LFGB-Probe","MSF199","Geflügel","MSF","Mischfuttermittel","Geflügel; Mischfuttermittel","BW03","MSF199"
"01","LFGB-Probe","MSF200","Forelle","MSF","Mischfuttermittel","Forelle; Mischfuttermittel","BW03","MSF200"
"01","LFGB-Probe","MSF299","Fische","MSF","Mischfuttermittel","Fische; Mischfuttermittel","BW03","MSF299"
"01","LFGB-Probe","MSF500","Wildtiere","MSF","Mischfuttermittel","Wildtiere; Mischfuttermittel","BW03","MSF500"
"01","LFGB-Probe","MSF700","Kaninchen","MSF","Mischfuttermittel","Kaninchen; Mischfuttermittel","BW03","MSF700"
"01","LFGB-Probe","MSF901","Heimtiere","MSF","Mischfuttermittel","Heimtiere; Mischfuttermittel","BW03","MSF901"
"01","LFGB-Probe","MSF902","Nutztiere","MSF","Mischfuttermittel","Nutztiere; Mischfuttermittel","BW03","MSF902"
"01","LFGB-Probe","MSF903","Nagetiere","MSF","Mischfuttermittel","Nagetiere; Mischfuttermittel","BW03","MSF903"
"01","LFGB-Probe","MSF999","keine Angabe","MSF","Mischfuttermittel","keine Angabe; Mischfuttermittel","BW03","MSF999"
"01","LFGB-Probe","NG_1","Eichhörnchen","NG","Nagetier (Wildtier)","Eichhörnchen; Nagetier (Wildtier)","BW03","NG_1"
"01","LFGB-Probe","NG_2","Feldhamster","NG","Nagetier (Wildtier)","Feldhamster; Nagetier (Wildtier)","BW03","NG_2"
"01","LFGB-Probe","NG_3","Nutria","NG","Nagetier (Wildtier)","Nutria; Nagetier (Wildtier)","BW03","NG_3"
"01","LFGB-Probe","NG_4","Biber","NG","Nagetier (Wildtier)","Biber; Nagetier (Wildtier)","BW03","NG_4"
"01","LFGB-Probe","NG_5","Alpenmurmeltier","NG","Nagetier (Wildtier)","Alpenmurmeltier; Nagetier (Wildtier)","BW03","NG_5"
"01","LFGB-Probe","NG_6","Bisamratte","NG","Nagetier (Wildtier)","Bisamratte; Nagetier (Wildtier)","BW03","NG_6"
"01","LFGB-Probe","NUAP_BG","Bedarfsgegenstand","NUAP","nicht-untersuchungsfähige amtliche Probe","Bedarfsgegenstand; nicht-untersuchungsfähige amtliche Probe","BW03","NUAP_BG"
